customer_name_client,account,order_date_utc,region_territory,gross_revenue,unit_cost,profit_margin,active_subscription,customer_notes_log,gross_revenue_original_currency,unit_cost_original_currency
Cyberdyne Systems,00432,2024-07-21,EMEA,3669350.24,2687441.19,0.10400000000000001,False,,EUR,EUR
Wayne Enterprises,00077,2024-07-13,LATAM,118256.08,87973.83,0.098,False,VIP client priority support,USD,USD
Pied Piper,00591,2024-02-27,LATAM,3877913.34,2639528.18,0.418,False,,USD,USD
Stark Industries,00052,2024-10-27,APAC,5133.02,4596.09,0.445,True,Quarterly renewal,INR,INR
Massive Dynamic,00870,2024-12-03,India,78656.4,54765.53,0.312,False,Quarterly renewal,INR,INR
Massive Dynamic,00526,2024-11-23,Europe,2839012.82,1819789.02,0.266,True,VIP client priority support,EUR,EUR
Acme Corp,00954,2024-01-28,APAC,224340.7,181765.52,0.42,True,,INR,INR
Dunder Mifflin,00923,2024-06-27,Europe,2801200.52,2163885.34,0.43200000000000005,True,,GBP,GBP
Hooli Inc,00968,2024-01-27,North America,4545543.28,3692813.81,0.344,True,Quarterly renewal,USD,USD
Stark Industries,00381,2024-12-12,APAC,4720672.14,45287.46,0.317,False,Quarterly renewal,USD,INR
Acme Corp,00766,2024-03-10,India,68608.0,52201.37,0.418,False,Standard order,INR,INR
Initech LLC,00704,2024-11-21,India,-14421269.86,145660.9,-0.253,False,Customer asked for 50 discount,USD,INR
Umbrella Corp,00706,2024-09-27,India,221531.6,140247.85,,True,Fast shipping requested,INR,INR
Massive Dynamic,00837,2024-12-20,APAC,-53234.82,35763.85,-0.063,False,Standard order,INR,INR
Massive Dynamic,00826,2024-02-04,USA,5558544.84,4747022.37,0.084,False,Fast shipping requested,USD,USD
Acme Corp,00467,2024-02-16,India,20931.91,12500.29,0.192,True,Fast shipping requested,INR,INR
Acme Corp,00067,2024-05-14,India,62112.44,47941.06,0.23,False,Fast shipping requested,INR,INR
Hooli Inc,00676,2024-06-09,USA,-693439.94,534097.9,-0.141,False,VIP client priority support,USD,USD
Acme Corp,00531,2024-12-08,EMEA,-1533717.63,1295836.97,-0.255,False,Account upgrade pending,EUR,EUR
Pied Piper,00607,2024-05-08,India,95363.35,52735.01,0.077,False,Standard order,INR,INR
Wayne Enterprises,00362,2024-11-19,North America,4640383.46,4238115.92,0.322,False,Customer asked for 50 discount,USD,USD
Wayne Enterprises,00346,2024-08-16,North America,4266984.85,3441287.35,0.276,True,,USD,USD
Soylent Corp,00419,2024-06-13,North America,958165.99,683125.73,0.21899999999999997,True,Quarterly renewal,USD,USD
Pied Piper,00188,2024-06-21,North America,1648522.08,1026230.52,0.098,True,,USD,USD
Acme Corp,00816,2024-04-23,APAC,14856114.96,149934.9,0.46399999999999997,True,Fast shipping requested,USD,INR
Cyberdyne Systems,00913,2024-07-09,North America,4005554.47,3650995.38,0.34,False,Customer asked for 50 discount,USD,USD
Cyberdyne Systems,00345,2024-03-14,North America,6464246.22,5674048.15,0.271,True,VIP client priority support,USD,USD
Globex Inc,00407,2024-08-24,Europe,2347955.92,1894727.05,0.17600000000000002,False,Standard order,EUR,EUR
Soylent Corp,00234,2024-04-27,North America,3817711.96,3421184.03,0.113,False,,USD,USD
Hooli Inc,00245,2024-08-14,India,119549.99,83841.91,0.23,True,Customer asked for 50 discount,INR,INR
Acme Corp,00087,2024-09-09,EMEA,4914095.59,4387521.39,0.068,True,Account upgrade pending,EUR,EUR
Pied Piper,00319,2024-04-21,USA,6664368.06,5520641.52,0.054000000000000006,True,,USD,USD
Wayne Enterprises,00851,2024-08-13,India,238114.77,207212.82,0.149,False,,INR,INR
Stark Industries,00749,2024-06-27,Europe,2689993.17,2416996.99,,False,VIP client priority support,EUR,EUR
Pied Piper,00975,2024-08-13,USA,2846787.82,2358483.09,0.191,False,Standard order,USD,USD
Cyberdyne Systems,00167,2024-07-25,EMEA,1192306.12,703694.52,0.47100000000000003,True,,EUR,EUR
Cyberdyne Systems,00042,2024-01-28,Europe,1787003.45,1136935.23,0.077,True,Account upgrade pending,EUR,EUR
Wayne Enterprises,00410,2024-07-09,North America,2601965.73,2300989.09,0.196,False,,USD,USD
Cyberdyne Systems,00628,2024-09-04,India,72483.04,40065.29,0.23800000000000002,False,Account upgrade pending,INR,INR
Massive Dynamic,00910,2024-08-27,LATAM,1184774.23,1016948.71,0.379,True,,USD,USD
Massive Dynamic,00853,2024-03-18,Europe,4586289.87,3299360.33,0.317,True,Quarterly renewal,EUR,EUR
Cyberdyne Systems,00290,2024-12-02,USA,6066628.04,4259822.13,0.223,False,Account upgrade pending,USD,USD
Wayne Enterprises,00471,2024-01-09,North America,4267648.79,3414034.66,0.23800000000000002,True,Standard order,USD,USD
Pied Piper,00127,2024-12-11,USA,463775.44,349185.27,0.11599999999999999,True,VIP client priority support,USD,USD
Dunder Mifflin,00631,2024-09-02,APAC,24008.4,19987.66,0.218,True,,INR,INR
Soylent Corp,00462,2024-11-09,USA,-2612801.48,1735109.29,-0.413,True,Quarterly renewal,USD,USD
Hooli Inc,00940,2024-02-19,North America,2256153.56,1401288.09,0.465,False,VIP client priority support,USD,USD
Initech LLC,00181,2024-09-26,APAC,4578084.35,32233.53,0.107,True,Account upgrade pending,USD,INR
Cyberdyne Systems,00025,2024-01-23,LATAM,305957.08,255559.94,0.223,True,,USD,USD
Pied Piper,00795,2024-09-28,India,230944.86,175658.02,0.20199999999999999,False,VIP client priority support,INR,INR
Hooli Inc,00189,2024-11-23,USA,2557826.18,2013058.07,0.515,False,Fast shipping requested,USD,USD
Pied Piper,00252,2024-04-26,USA,3333460.29,2082560.84,0.162,False,Account upgrade pending,USD,USD
Cyberdyne Systems,00294,2024-11-14,EMEA,4694087.48,2979495.08,0.147,False,Quarterly renewal,EUR,EUR
Acme Corp,00722,2024-10-20,USA,4207093.19,2414485.45,0.07400000000000001,True,VIP client priority support,USD,USD
Umbrella Corp,00187,2024-02-09,India,81308.43,66430.56,0.16699999999999998,False,Quarterly renewal,INR,INR
Pied Piper,00893,2024-02-28,Europe,3281029.29,2417981.62,0.435,True,,GBP,GBP
Wayne Enterprises,00884,2024-03-09,APAC,68036.47,49091.78,0.335,True,,INR,INR
Soylent Corp,00168,2024-12-09,North America,2705705.91,1904420.22,0.23,False,Fast shipping requested,USD,USD
Wayne Enterprises,00916,2024-07-16,APAC,239488.73,200061.71,0.38299999999999995,True,Standard order,INR,INR
Acme Corp,00404,2024-04-20,LATAM,-1475881.66,1176714.39,-0.363,True,Customer asked for 50 discount,USD,USD
Massive Dynamic,00476,2024-10-04,USA,91142.23,76127.04,0.237,True,,USD,USD
Soylent Corp,00907,2024-07-18,LATAM,3877009.99,3025890.53,0.195,False,Fast shipping requested,USD,USD
Umbrella Corp,00661,2024-03-24,India,102502.7,68061.5,0.051,False,,INR,INR
Globex Inc,00436,2024-12-22,USA,4702149.46,2930697.02,0.262,True,Quarterly renewal,USD,USD
Dunder Mifflin,00777,2024-08-07,North America,5797487.59,3544970.57,0.18,False,Quarterly renewal,USD,USD
Stark Industries,00506,2024-05-16,USA,57073.92,43690.1,,False,,USD,USD
Hooli Inc,00628,2024-06-23,LATAM,3279623.3,2883926.63,0.228,True,Account upgrade pending,USD,USD
Umbrella Corp,00013,2024-12-25,LATAM,3486195.86,2258405.26,0.433,False,,USD,USD
Globex Inc,00433,2024-01-19,USA,5831301.36,5299201.51,0.16,False,Fast shipping requested,USD,USD
Hooli Inc,00448,2024-12-16,LATAM,2864146.38,2447271.27,0.419,True,VIP client priority support,USD,USD
Stark Industries,00825,2024-11-22,APAC,238987.55,174079.1,0.13,False,Fast shipping requested,INR,INR
Umbrella Corp,00455,2024-07-13,USA,1477949.13,953754.26,0.10800000000000001,False,,USD,USD
Umbrella Corp,00824,2024-04-23,USA,2522088.23,2056646.71,0.35200000000000004,False,Quarterly renewal,USD,USD
Soylent Corp,00275,2024-02-22,APAC,234616.61,193678.02,0.451,False,Standard order,INR,INR
Pied Piper,00073,2024-06-19,India,200391.94,179461.46,0.32799999999999996,True,,INR,INR
Stark Industries,00333,2024-11-08,North America,981289.08,781282.94,0.331,False,Fast shipping requested,USD,USD
Pied Piper,00878,2024-11-28,USA,400950.34,340718.7,0.449,True,Standard order,USD,USD
Cyberdyne Systems,00887,2024-05-25,LATAM,2214627.94,1479578.72,0.515,False,Fast shipping requested,USD,USD
Globex Inc,00754,2024-12-22,EMEA,2929619.12,1753180.95,0.428,False,Customer asked for 50 discount,GBP,GBP
Stark Industries,00680,2024-08-17,North America,1407223.5,1192780.67,0.22,True,VIP client priority support,USD,USD
Wayne Enterprises,00983,2024-01-18,LATAM,755935.74,429647.5,0.35600000000000004,True,,USD,USD
Soylent Corp,00044,2024-05-08,APAC,164935.26,113621.84,0.36,False,,INR,INR
Pied Piper,00657,2024-06-27,USA,3270078.94,2607734.71,0.319,True,Fast shipping requested,USD,USD
Massive Dynamic,00195,2024-11-28,LATAM,540498.78,358799.05,0.455,False,Standard order,USD,USD
Wayne Enterprises,00579,2024-10-09,Europe,4712506.96,2953618.61,0.455,True,,EUR,EUR
Stark Industries,00829,2024-01-16,EMEA,566223.7,365214.67,0.109,False,VIP client priority support,EUR,EUR
Wayne Enterprises,00977,2024-04-13,USA,3471559.81,2914848.79,0.321,False,Account upgrade pending,USD,USD
Massive Dynamic,00561,2024-11-19,India,63089.59,39089.51,0.5,True,Account upgrade pending,INR,INR
Pied Piper,00141,2024-02-26,USA,2675736.05,1554077.95,0.376,True,Customer asked for 50 discount,USD,USD
Acme Corp,00723,2024-10-06,USA,2806572.28,1703005.21,0.062,True,Customer asked for 50 discount,USD,USD
Umbrella Corp,00554,2024-02-26,APAC,195627.38,118186.71,0.096,True,,INR,INR
Umbrella Corp,00811,2024-05-12,APAC,28407.44,19291.3,0.177,True,VIP client priority support,INR,INR
Hooli Inc,00979,2024-12-06,Europe,-2989394.48,1785271.36,-0.12300000000000001,True,VIP client priority support,EUR,EUR
Wayne Enterprises,00591,2024-01-21,USA,4725181.77,3034375.79,0.136,False,,USD,USD
Pied Piper,00292,2024-05-20,LATAM,1654501.99,1091074.14,0.087,True,VIP client priority support,USD,USD
Massive Dynamic,00068,2024-09-22,APAC,108875.99,80373.61,0.292,False,Fast shipping requested,INR,INR
Wayne Enterprises,00024,2024-12-01,India,64835.43,53387.03,0.46399999999999997,False,Standard order,INR,INR
Massive Dynamic,00469,2024-06-20,North America,3433172.33,3098159.42,0.225,False,Quarterly renewal,USD,USD
Globex Inc,00881,2024-05-16,Europe,39277.34,30775.49,0.48700000000000004,False,Standard order,GBP,GBP
Stark Industries,00923,2024-01-06,India,78095.91,46049.31,,False,Quarterly renewal,INR,INR
Umbrella Corp,00551,2024-07-17,India,66283.01,47999.41,0.469,True,Fast shipping requested,INR,INR
Stark Industries,00682,2024-06-03,Europe,2256757.26,1968095.45,0.069,False,Account upgrade pending,EUR,EUR
Dunder Mifflin,00174,2024-08-19,USA,3676079.14,3109717.85,0.409,False,,USD,USD
Cyberdyne Systems,00122,2024-06-03,APAC,17749.76,15212.24,0.054000000000000006,True,,INR,INR
Umbrella Corp,00789,2024-10-20,LATAM,1032513.03,844961.55,0.517,False,Quarterly renewal,USD,USD
Stark Industries,00733,2024-09-12,Europe,6201407.68,4767285.75,,True,,EUR,EUR
Dunder Mifflin,00641,2024-07-07,North America,-1487276.33,1052468.61,-0.07400000000000001,True,Customer asked for 50 discount,USD,USD
Hooli Inc,00297,2024-04-26,EMEA,343924.09,283929.83,0.47700000000000004,True,Customer asked for 50 discount,EUR,EUR
Stark Industries,00382,2024-02-22,EMEA,5710358.48,3416016.51,0.39899999999999997,False,Account upgrade pending,GBP,GBP
Soylent Corp,00675,2024-02-19,EMEA,986028.86,813235.01,0.479,True,Quarterly renewal,GBP,GBP
Initech LLC,00466,2024-09-15,APAC,247462.93,154599.91,0.14,True,,INR,INR
Hooli Inc,00926,2024-02-27,EMEA,440951.46,310884.76,0.06,False,VIP client priority support,EUR,EUR
Pied Piper,00056,2024-12-14,India,126281.35,94333.92,0.256,False,,INR,INR
Wayne Enterprises,00631,2024-03-01,EMEA,6512720.96,5487223.37,0.297,True,Customer asked for 50 discount,GBP,GBP
Initech LLC,00284,2024-01-04,India,1297372.58,8816.47,0.177,False,Quarterly renewal,USD,INR
Soylent Corp,00557,2024-11-06,APAC,84517.66,76080.96,0.113,True,Account upgrade pending,INR,INR
Dunder Mifflin,00650,2024-12-13,Europe,1327445.96,1207303.65,0.41600000000000004,True,,GBP,GBP
Acme Corp,00273,2024-08-19,Europe,3941985.01,3419837.14,0.39299999999999996,True,,EUR,EUR
Umbrella Corp,00517,2024-04-03,North America,4325627.84,2412781.1,0.235,True,VIP client priority support,USD,USD
Umbrella Corp,00446,2024-02-07,North America,4853585.63,4120487.29,0.06,False,Standard order,USD,USD
Cyberdyne Systems,00264,2024-11-03,Europe,5983818.92,3526536.11,0.38299999999999995,False,,EUR,EUR
Cyberdyne Systems,00324,2024-01-04,EMEA,3927567.01,2339014.84,0.18899999999999997,False,VIP client priority support,EUR,EUR
Dunder Mifflin,00944,2024-04-13,North America,1514667.86,1325677.25,0.43700000000000006,True,Fast shipping requested,USD,USD
Soylent Corp,00114,2024-02-24,EMEA,5597452.08,4330566.45,0.332,True,Customer asked for 50 discount,EUR,EUR
Massive Dynamic,00847,2024-08-05,EMEA,-5068851.67,4121906.27,-0.489,True,VIP client priority support,EUR,EUR
Hooli Inc,00161,2024-12-27,LATAM,1737428.63,1397496.69,0.20199999999999999,False,Account upgrade pending,USD,USD
Hooli Inc,00516,2024-12-28,LATAM,1365188.8,1134129.67,0.166,False,,USD,USD
Globex Inc,00514,2024-10-02,India,-15775949.54,112917.06,-0.057999999999999996,False,,USD,INR
Cyberdyne Systems,00953,2024-06-14,APAC,209636.82,158077.72,0.149,False,VIP client priority support,INR,INR
Umbrella Corp,00995,2024-01-12,USA,2486584.35,2012936.14,0.444,True,VIP client priority support,USD,USD
Hooli Inc,00154,2024-10-20,APAC,107041.24,89187.25,0.298,False,,INR,INR
Initech LLC,00355,2024-05-13,LATAM,2588940.58,1971376.7,0.125,False,,USD,USD
Globex Inc,00738,2024-05-09,Europe,5820833.04,3786895.39,0.49700000000000005,False,Standard order,EUR,EUR
Soylent Corp,00411,2024-12-15,North America,5523455.7,3374748.28,0.142,True,Account upgrade pending,USD,USD
Massive Dynamic,00807,2024-01-23,Europe,426069.2,328469.91,0.309,True,Quarterly renewal,EUR,EUR
Pied Piper,00097,2024-10-14,India,236159.74,130628.72,0.237,False,Account upgrade pending,INR,INR
Cyberdyne Systems,00729,2024-12-07,USA,166788.67,140860.3,0.068,False,,USD,USD
Umbrella Corp,00916,2024-04-15,USA,4369997.01,3646612.13,0.293,False,,USD,USD
Hooli Inc,00468,2024-06-05,Europe,268447.78,218442.31,0.519,True,,EUR,EUR
Umbrella Corp,00834,2024-02-09,APAC,81861.08,73314.84,0.221,True,,INR,INR
Pied Piper,00494,2024-02-27,EMEA,3060381.98,2094784.49,0.341,False,Account upgrade pending,EUR,EUR
Globex Inc,00875,2024-11-02,India,69392.72,60645.66,0.353,True,,INR,INR
Dunder Mifflin,00168,2024-03-07,Europe,1408515.57,1230252.38,0.27,False,Fast shipping requested,EUR,EUR
Umbrella Corp,00194,2024-04-07,USA,2123952.96,1951237.78,0.27399999999999997,True,,USD,USD
Cyberdyne Systems,00981,2024-11-17,LATAM,-3956724.62,3248360.27,-0.43,False,,USD,USD
Soylent Corp,00065,2024-11-13,North America,566128.11,325877.95,0.385,False,Quarterly renewal,USD,USD
Acme Corp,00924,2024-01-18,EMEA,1044032.37,709140.68,0.374,False,,EUR,EUR
Hooli Inc,00944,2024-01-25,USA,2166933.73,1982649.44,0.396,True,,USD,USD
Cyberdyne Systems,00521,2024-02-23,Europe,42125.55,30191.29,0.261,True,Standard order,EUR,EUR
Soylent Corp,00773,2024-03-09,North America,2329273.29,2101888.08,0.057,True,Customer asked for 50 discount,USD,USD
Pied Piper,00524,2024-11-16,Europe,2598188.96,1767131.6,0.508,True,,EUR,EUR
Wayne Enterprises,00392,2024-09-18,North America,4235922.07,3430140.99,0.09699999999999999,True,Fast shipping requested,USD,USD
Acme Corp,00026,2024-12-26,India,232171.08,136258.83,0.065,False,Quarterly renewal,INR,INR
Soylent Corp,00805,2024-02-25,LATAM,1433105.59,1186343.3,0.47700000000000004,False,,USD,USD
Dunder Mifflin,00972,2024-05-20,EMEA,1666676.58,1433740.34,0.16399999999999998,False,Standard order,EUR,EUR
Dunder Mifflin,00036,2024-09-24,North America,6402760.57,5873551.44,0.141,True,,USD,USD
Cyberdyne Systems,00971,2024-12-25,USA,3457120.45,2460911.41,0.287,False,Customer asked for 50 discount,USD,USD
Globex Inc,00172,2024-01-02,EMEA,192492.8,156266.13,0.23,True,,EUR,EUR
Acme Corp,00656,2024-11-24,Europe,2214670.87,1656804.63,0.419,False,Standard order,GBP,GBP
Pied Piper,00094,2024-11-13,North America,722683.56,473004.74,0.282,True,,USD,USD
Umbrella Corp,00512,2024-08-13,Europe,494543.17,397768.59,0.47700000000000004,True,Customer asked for 50 discount,EUR,EUR
Dunder Mifflin,00935,2024-06-06,North America,1064731.92,877794.54,,True,Account upgrade pending,USD,USD
Umbrella Corp,00930,2024-06-13,North America,1792685.17,1305402.16,0.309,False,,USD,USD
Wayne Enterprises,00534,2024-05-19,LATAM,3558710.39,2307392.64,0.324,True,VIP client priority support,USD,USD
Soylent Corp,00986,2024-07-08,USA,5447719.37,4251820.14,0.317,False,Fast shipping requested,USD,USD
Stark Industries,00181,2024-05-07,APAC,102585.13,60773.53,0.13699999999999998,True,Account upgrade pending,INR,INR
Hooli Inc,00158,2024-06-01,Europe,1350721.49,1026499.12,0.081,True,,EUR,EUR
Soylent Corp,00115,2024-12-21,India,108328.78,89890.62,0.14300000000000002,False,Standard order,INR,INR
Pied Piper,00441,2024-08-16,APAC,-62923.37,35103.02,-0.321,True,,INR,INR
Pied Piper,00144,2024-01-25,Europe,120576.77,87280.8,0.191,True,,EUR,EUR
Umbrella Corp,00579,2024-08-23,Europe,7286442.82,5337571.23,0.446,True,Standard order,GBP,GBP
Soylent Corp,00058,2024-06-13,Europe,5369234.15,3402732.3,0.43200000000000005,False,Standard order,GBP,GBP
Initech LLC,00898,2024-01-21,APAC,23385.33,15711.47,0.177,True,,INR,INR
Umbrella Corp,00139,2024-11-07,EMEA,3269069.07,2088914.44,0.182,False,Quarterly renewal,EUR,EUR
Umbrella Corp,00280,2024-06-02,Europe,4126849.72,3392473.7,0.507,True,Quarterly renewal,EUR,EUR
Stark Industries,00848,2024-08-19,LATAM,2383266.92,1750928.15,0.40700000000000003,False,VIP client priority support,USD,USD
Globex Inc,00118,2024-08-20,North America,3431702.94,2877853.27,0.127,False,Fast shipping requested,USD,USD
Cyberdyne Systems,00482,2024-04-16,APAC,121678.9,90824.49,0.309,True,VIP client priority support,INR,INR
Wayne Enterprises,00524,2024-01-23,LATAM,239096.72,163514.36,0.141,True,Customer asked for 50 discount,USD,USD
Globex Inc,00632,2024-02-26,LATAM,-3842507.36,2408687.1,-0.067,True,Quarterly renewal,USD,USD
Umbrella Corp,00554,2024-12-10,APAC,101256.93,63929.44,0.28300000000000003,True,Account upgrade pending,INR,INR
Acme Corp,00304,2024-12-22,USA,4935753.1,4271641.33,0.37,True,,USD,USD
Cyberdyne Systems,00995,2024-07-28,APAC,220908.09,135453.84,0.21600000000000003,True,,INR,INR
Soylent Corp,00493,2024-01-14,APAC,209662.96,156062.54,0.094,False,Account upgrade pending,INR,INR
Stark Industries,00512,2024-11-05,USA,3066978.27,2626153.26,0.293,False,,USD,USD
Umbrella Corp,00286,2024-04-07,USA,2389993.54,1341825.41,0.252,True,Quarterly renewal,USD,USD
Wayne Enterprises,00664,2024-09-21,APAC,115070.99,104090.14,0.369,False,,INR,INR
Pied Piper,00326,2024-10-14,North America,2898385.57,2082084.69,0.18600000000000003,False,VIP client priority support,USD,USD
Stark Industries,00707,2024-10-22,North America,-1930469.63,1633023.62,-0.183,False,Fast shipping requested,USD,USD
Dunder Mifflin,00510,2024-11-13,EMEA,391161.41,235070.5,0.28600000000000003,False,VIP client priority support,GBP,GBP
Umbrella Corp,00740,2024-07-04,EMEA,1830506.4,1028544.56,0.369,False,Fast shipping requested,EUR,EUR
Pied Piper,00952,2024-07-10,EMEA,5029367.5,3025140.54,0.24600000000000002,True,Fast shipping requested,EUR,EUR
Pied Piper,00590,2024-07-27,USA,5567443.06,3259936.5,0.287,True,,USD,USD
Hooli Inc,00447,2024-07-26,LATAM,149144.42,122055.49,0.11599999999999999,True,,USD,USD
Hooli Inc,00140,2024-03-07,India,118387.92,98535.25,0.09,False,Fast shipping requested,INR,INR
Hooli Inc,00618,2024-10-22,APAC,34753.46,26631.87,0.38,False,,INR,INR
Cyberdyne Systems,00238,2024-05-11,USA,5379222.3,4199858.38,0.122,False,Fast shipping requested,USD,USD
Soylent Corp,00219,2024-01-28,APAC,78481.32,57211.02,0.44799999999999995,False,,INR,INR
Acme Corp,00641,2024-03-26,APAC,166079.01,101837.48,0.27399999999999997,False,Fast shipping requested,INR,INR
Massive Dynamic,00514,2024-12-21,EMEA,2909057.38,2475585.98,0.106,False,Customer asked for 50 discount,EUR,EUR
Dunder Mifflin,00670,2024-03-06,USA,1854769.79,1693866.69,0.287,False,,USD,USD
Wayne Enterprises,00535,2024-06-03,APAC,117573.03,102018.78,0.359,True,,INR,INR
Wayne Enterprises,00995,2024-10-18,LATAM,2125481.09,1265294.31,0.499,False,,USD,USD
Umbrella Corp,00056,2024-04-18,APAC,121721.19,101170.57,0.39399999999999996,True,,INR,INR
Wayne Enterprises,00954,2024-10-14,APAC,22856.02,19026.27,0.484,False,,INR,INR
Wayne Enterprises,00146,2024-08-05,USA,1512082.41,1246858.85,0.42100000000000004,True,Fast shipping requested,USD,USD
Soylent Corp,00044,2024-07-06,Europe,2537920.01,2036613.91,0.298,True,,GBP,GBP
Globex Inc,00370,2024-07-08,EMEA,3564233.41,2128065.08,0.284,False,Account upgrade pending,EUR,EUR
Dunder Mifflin,00239,2024-05-22,Europe,7169423.05,4141543.37,0.488,False,Standard order,GBP,GBP
Globex Inc,00724,2024-05-28,APAC,68915.87,46434.15,0.307,False,Standard order,INR,INR
Soylent Corp,00515,2024-07-02,APAC,222442.07,161747.74,0.099,True,Account upgrade pending,INR,INR
Wayne Enterprises,00499,2024-01-20,EMEA,6012279.51,4495073.59,0.397,True,,GBP,GBP
Wayne Enterprises,00722,2024-12-26,North America,795449.96,618694.18,0.21100000000000002,True,Quarterly renewal,USD,USD
Umbrella Corp,00612,2024-09-12,APAC,-218947.67,140667.59,-0.256,True,Standard order,INR,INR
Hooli Inc,00368,2024-05-20,India,34982.21,20234.32,0.28300000000000003,True,Quarterly renewal,INR,INR
Stark Industries,00740,2024-09-24,EMEA,2005261.21,1504598.08,0.243,False,Customer asked for 50 discount,EUR,EUR
Umbrella Corp,00218,2024-05-20,North America,-4841227.98,4074076.46,-0.257,False,Fast shipping requested,USD,USD
Dunder Mifflin,00520,2024-05-14,Europe,391194.94,338849.91,0.23,True,Quarterly renewal,EUR,EUR
Wayne Enterprises,00198,2024-09-26,USA,6256528.23,5547788.3,0.439,False,Quarterly renewal,USD,USD
Dunder Mifflin,00359,2024-12-26,USA,5391086.89,4068755.15,0.185,False,,USD,USD
Wayne Enterprises,00596,2024-08-07,USA,887977.03,493375.95,0.09,False,Customer asked for 50 discount,USD,USD
Hooli Inc,00594,2024-10-14,LATAM,1036657.76,807100.95,0.055999999999999994,False,Account upgrade pending,USD,USD
Pied Piper,00877,2024-08-27,North America,6447588.98,4691761.38,0.078,True,,USD,USD
Hooli Inc,00986,2024-03-27,APAC,36169.51,28328.87,0.073,True,VIP client priority support,INR,INR
Acme Corp,00528,2024-01-06,Europe,398001.2,324125.29,0.369,True,,EUR,EUR
Initech LLC,00055,2024-02-02,India,130203.7,83028.57,0.43700000000000006,False,,INR,INR
Pied Piper,00156,2024-10-23,APAC,224861.1,154849.42,0.065,True,VIP client priority support,INR,INR
Massive Dynamic,00036,2024-12-19,APAC,129504.66,99090.49,,False,Fast shipping requested,INR,INR
Umbrella Corp,00991,2024-02-26,North America,3526976.55,2006954.45,0.257,False,Customer asked for 50 discount,USD,USD
Soylent Corp,00346,2024-06-08,North America,4628995.02,3308123.77,0.087,True,Account upgrade pending,USD,USD
Acme Corp,00505,2024-04-07,India,231800.65,148498.28,0.363,True,Account upgrade pending,INR,INR
Hooli Inc,00130,2024-03-09,APAC,-225468.75,197120.59,-0.174,False,,INR,INR
Initech LLC,00113,2024-07-14,North America,891343.01,776133.4,0.217,False,Quarterly renewal,USD,USD
Initech LLC,00310,2024-10-10,APAC,2053173.93,20547.14,0.34600000000000003,False,Customer asked for 50 discount,USD,INR
Stark Industries,00726,2024-12-18,North America,3965585.46,2723775.58,0.256,False,Customer asked for 50 discount,USD,USD
Umbrella Corp,00247,2024-10-01,EMEA,2128557.61,1473184.96,0.07,False,Quarterly renewal,GBP,GBP
Wayne Enterprises,00541,2024-02-23,EMEA,1724909.93,1228824.03,0.48100000000000004,True,Quarterly renewal,EUR,EUR
Acme Corp,00295,2024-09-16,North America,191218.28,169025.24,,True,Quarterly renewal,USD,USD
Pied Piper,00974,2024-12-26,India,77260.69,45626.88,0.259,True,Fast shipping requested,INR,INR
Cyberdyne Systems,00295,2024-12-16,USA,4857564.82,3259584.95,0.34600000000000003,True,Account upgrade pending,USD,USD
Dunder Mifflin,00453,2024-11-23,APAC,158389.8,142740.5,0.326,True,Quarterly renewal,INR,INR
Pied Piper,00491,2024-03-28,North America,4240358.72,2471379.59,0.151,False,,USD,USD
Massive Dynamic,00223,2024-01-18,USA,4215385.32,2684546.16,0.499,True,Customer asked for 50 discount,USD,USD
Acme Corp,00506,2024-10-25,LATAM,426819.97,251537.14,0.405,False,Account upgrade pending,USD,USD
Soylent Corp,00688,2024-03-16,LATAM,1421085.25,979598.08,0.465,False,,USD,USD
Acme Corp,00250,2024-04-22,APAC,196792.83,112663.35,0.19899999999999998,False,,INR,INR
Wayne Enterprises,00276,2024-08-21,APAC,80585.11,56540.95,0.147,False,Account upgrade pending,INR,INR
Cyberdyne Systems,00629,2024-12-13,India,86655.58,58969.06,0.073,False,Quarterly renewal,INR,INR
Cyberdyne Systems,00868,2024-05-25,India,228110.18,153439.63,,False,Fast shipping requested,INR,INR
Globex Inc,00417,2024-01-28,Europe,-4684937.22,3769433.95,-0.43200000000000005,False,,GBP,GBP
Cyberdyne Systems,00847,2024-02-02,USA,143249.95,118150.17,0.095,False,Quarterly renewal,USD,USD
Massive Dynamic,00889,2024-07-23,EMEA,3410433.29,2001519.72,0.22699999999999998,True,,GBP,GBP
Globex Inc,00295,2024-12-22,LATAM,112670.44,81569.39,0.225,True,,USD,USD
Soylent Corp,00601,2024-06-08,APAC,14461658.95,109356.32,0.095,False,Quarterly renewal,USD,INR
Umbrella Corp,00154,2024-09-28,LATAM,277904.28,200840.07,0.39799999999999996,True,Account upgrade pending,USD,USD
Initech LLC,00588,2024-01-26,India,199700.47,150148.36,0.201,False,,INR,INR
Initech LLC,00760,2024-07-16,APAC,44712.81,36969.22,,False,VIP client priority support,INR,INR
Acme Corp,00832,2024-09-12,India,6915656.0,55257.44,0.368,False,Account upgrade pending,USD,INR
Massive Dynamic,00675,2024-05-17,North America,3471137.95,2231797.82,0.486,True,VIP client priority support,USD,USD
Globex Inc,00742,2024-01-28,Europe,436837.53,398169.41,0.376,True,Fast shipping requested,EUR,EUR
Dunder Mifflin,00649,2024-02-18,LATAM,939689.59,723642.98,0.179,False,Customer asked for 50 discount,USD,USD
Hooli Inc,00649,2024-09-09,Europe,501789.65,304283.24,0.174,False,,EUR,EUR
