customer_name_client,account,order_date_utc,region_territory,gross_revenue,unit_cost,profit_margin,active_subscription,customer_notes_log
Vandelay Industries,00539,2024-04-21,LATAM,62130.68,32245.82,0.48100000000000004,True,Fast shipping requested
Soylent Corp,00392,2024-02-03,LATAM,64297.16,54974.07,0.145,True,Standard order
Wayne Enterprises,00269,2024-03-01,LATAM,68095.95,48756.7,0.284,True,Fast shipping requested
Umbrella Corp,00731,2024-04-08,LATAM,-55339.76,43386.37,-0.21600000000000003,False,VIP client priority support
Stark Industries,00621,2024-06-20,North America,899.39,688.03,0.235,True,Account upgrade pending
Initech LLC,00267,2024-02-13,LATAM,69809.36,61362.43,0.121,True,Quarterly renewal
Soylent Corp,00893,2024-03-12,APAC,69504.66,33848.77,0.513,True,Quarterly renewal
Stark Industries,00755,2024-05-05,EMEA,-41897.77,35948.29,-0.142,True,Customer asked for $50 discount
Initech LLC,00723,2024-04-29,LATAM,-9143.79,6126.34,-0.33,True,VIP client priority support
Globex Inc,00867,2024-02-07,North America,26545.52,18475.68,0.304,False,Account upgrade pending
Acme Corp,00539,2024-05-26,EMEA,31523.21,24777.24,0.214,False,VIP client priority support
Stark Industries,00605,2024-01-28,APAC,11956.27,7604.19,0.364,True,Customer asked for $50 discount
Acme Corp,00672,2024-06-08,LATAM,24706.2,19987.32,0.191,False,Account upgrade pending
Hooli Inc,00391,2024-01-24,LATAM,19509.71,10223.09,0.47600000000000003,True,Customer asked for $50 discount
Dunder Mifflin,00771,2024-06-16,EMEA,9484.85,4723.46,0.502,False,Fast shipping requested
Globex Inc,00853,2024-04-04,EMEA,36976.92,21150.8,0.428,True,VIP client priority support
Dunder Mifflin,00437,2024-01-24,North America,38743.94,18790.81,0.515,False,Customer asked for $50 discount
Soylent Corp,00448,2024-01-21,LATAM,22879.3,16839.16,0.264,False,Standard order
Massive Dynamic,00111,2024-05-10,LATAM,31269.95,25735.17,0.177,True,Standard order
Vandelay Industries,00678,2024-04-28,EMEA,-59070.19,47315.22,-0.19899999999999998,True,
Dunder Mifflin,00461,2024-06-08,APAC,25929.41,21262.12,0.18,True,Account upgrade pending
Acme Corp,00006,2024-04-11,North America,1491.19,861.91,0.42200000000000004,True,Account upgrade pending
Wonka Industries,00998,2024-06-06,APAC,51954.34,44420.96,0.145,False,
Acme Corp,00215,2024-05-03,EMEA,48905.62,44357.4,0.09300000000000001,True,VIP client priority support
Cyberdyne Systems,00023,2024-01-30,EMEA,67729.94,44498.57,0.34299999999999997,True,Standard order
Stark Industries,00009,2024-01-27,LATAM,73471.78,59144.78,0.195,True,Account upgrade pending
Hooli Inc,00743,2024-06-05,LATAM,17776.98,16319.27,0.08199999999999999,True,VIP client priority support
Globex Inc,00507,2024-06-08,APAC,-33900.24,24238.67,-0.285,True,Quarterly renewal
Massive Dynamic,00225,2024-05-30,APAC,69169.3,32509.57,0.53,False,
Soylent Corp,00819,2024-02-11,EMEA,21543.06,13938.36,0.353,True,VIP client priority support
Wayne Enterprises,00241,2024-02-23,North America,74944.96,40170.5,0.46399999999999997,True,
Globex Inc,00346,2024-04-20,North America,46508.44,25951.71,0.442,True,Quarterly renewal
Wonka Industries,00707,2024-05-11,North America,53127.17,24597.88,0.537,False,
Massive Dynamic,00043,2024-05-09,North America,12944.95,10407.74,0.196,True,Fast shipping requested
Wonka Industries,00102,2024-02-09,APAC,25428.26,14366.97,,False,Customer asked for $50 discount
Massive Dynamic,00176,2024-01-22,APAC,28246.51,16185.25,0.42700000000000005,False,Quarterly renewal
Pied Piper,00440,2024-04-15,LATAM,67405.86,59114.94,,False,Standard order
Stark Industries,00323,2024-04-12,EMEA,32838.38,16386.35,0.501,True,VIP client priority support
Cyberdyne Systems,00908,2024-06-23,APAC,,,0.5,True,Fast shipping requested
Cyberdyne Systems,00457,2024-06-13,EMEA,66624.69,33712.09,0.494,True,
Umbrella Corp,00903,2024-03-18,North America,3254.28,2245.45,0.31,False,Standard order
Massive Dynamic,00566,2024-03-20,APAC,-56899.95,37212.57,-0.34600000000000003,False,
Pied Piper,00312,2024-04-18,North America,55032.97,31478.86,0.428,True,Customer asked for $50 discount
Hooli Inc,00755,2024-01-02,LATAM,25754.03,12954.28,0.49700000000000005,False,Customer asked for $50 discount
Wayne Enterprises,00292,2024-06-19,EMEA,53719.15,45876.15,0.146,True,Standard order
Initech LLC,00729,2024-04-18,LATAM,6605.06,6017.21,0.08900000000000001,True,Account upgrade pending
Massive Dynamic,00532,2024-04-11,APAC,44030.63,25713.89,0.41600000000000004,True,Quarterly renewal
Massive Dynamic,00131,2024-05-04,LATAM,10139.2,7229.25,0.287,False,Standard order
Hooli Inc,00873,2024-04-14,North America,9504.55,7584.63,0.20199999999999999,True,VIP client priority support
Acme Corp,00811,2024-02-06,EMEA,-58892.54,49587.52,-0.158,True,Standard order
Globex Inc,00561,2024-03-30,North America,65346.78,51035.84,0.21899999999999997,True,
Initech LLC,00517,2024-06-11,LATAM,57245.07,36522.35,0.36200000000000004,True,Quarterly renewal
Cyberdyne Systems,00348,2024-05-18,North America,71876.92,42838.64,0.40399999999999997,True,Account upgrade pending
Dunder Mifflin,00127,2024-06-13,North America,14835.79,10221.86,0.311,True,Standard order
Dunder Mifflin,00959,2024-05-16,EMEA,72197.07,36531.72,0.494,False,VIP client priority support
Hooli Inc,00047,2024-05-05,North America,25826.76,21203.77,0.179,False,Account upgrade pending
Initech LLC,00293,2024-02-06,EMEA,19538.81,17995.24,0.079,True,Standard order
Vandelay Industries,00060,2024-03-17,LATAM,7856.44,4211.05,0.46399999999999997,False,Quarterly renewal
Pied Piper,00612,2024-05-30,EMEA,37226.97,26728.96,0.282,True,Standard order
Cyberdyne Systems,00649,2024-02-29,North America,20552.4,11447.69,0.44299999999999995,True,VIP client priority support
Globex Inc,00867,2024-06-11,EMEA,58824.68,40059.61,0.319,True,Standard order
Acme Corp,00833,2024-04-28,APAC,-49152.88,39961.29,-0.187,True,
Dunder Mifflin,00390,2024-03-30,EMEA,44094.36,40346.34,0.085,False,
Initech LLC,00743,2024-05-22,APAC,65931.81,40152.47,0.391,True,
Vandelay Industries,00464,2024-03-10,EMEA,49839.64,46948.94,0.057999999999999996,True,Account upgrade pending
Soylent Corp,00005,2024-01-03,EMEA,31280.65,19550.41,0.375,True,
Wonka Industries,00688,2024-04-23,North America,26798.11,15167.73,0.434,True,Standard order
Soylent Corp,00380,2024-02-19,LATAM,1197.57,1022.72,0.146,True,
Vandelay Industries,00227,2024-02-29,LATAM,72563.59,61316.23,0.155,True,Standard order
Wonka Industries,00285,2024-05-25,LATAM,13200.54,8804.76,0.33299999999999996,True,Fast shipping requested
Globex Inc,00131,2024-03-07,EMEA,66134.73,39945.38,0.396,True,Fast shipping requested
Massive Dynamic,00905,2024-04-26,North America,70372.83,52568.5,0.253,True,VIP client priority support
Stark Industries,00530,2024-01-12,EMEA,3998.87,3131.12,0.217,True,Fast shipping requested
Umbrella Corp,00707,2024-04-18,North America,68816.14,62072.16,0.098,True,Account upgrade pending
Pied Piper,00642,2024-03-26,APAC,18912.94,14808.83,0.217,False,
Hooli Inc,00635,2024-04-22,North America,47088.48,35834.33,0.239,False,
Initech LLC,00064,2024-04-23,North America,-22959.6,21214.67,-0.076,True,VIP client priority support
Globex Inc,00633,2024-04-15,EMEA,-64911.41,33104.82,-0.49,False,Customer asked for $50 discount
Dunder Mifflin,00961,2024-06-21,North America,34328.72,20356.93,0.40700000000000003,False,Account upgrade pending
Initech LLC,00653,2024-05-10,APAC,26976.65,14864.13,0.449,True,Account upgrade pending
Cyberdyne Systems,00526,2024-06-15,APAC,23683.52,18449.46,0.221,True,Account upgrade pending
Hooli Inc,00674,2024-06-22,EMEA,4770.16,3711.18,0.222,False,
Globex Inc,00350,2024-02-18,LATAM,52261.23,24458.26,0.532,True,Customer asked for $50 discount
Initech LLC,00108,2024-04-26,North America,37446.84,31567.69,0.157,False,
Vandelay Industries,00385,2024-02-22,LATAM,14226.22,12689.79,0.10800000000000001,False,Fast shipping requested
Hooli Inc,00935,2024-04-02,North America,73160.54,43237.88,0.409,False,Quarterly renewal
Umbrella Corp,00023,2024-02-15,APAC,68343.35,34650.08,0.493,False,Customer asked for $50 discount
Soylent Corp,00246,2024-04-04,APAC,49737.7,25415.96,0.489,True,Quarterly renewal
Pied Piper,00195,2024-02-19,LATAM,52229.37,48416.63,0.073,False,
Massive Dynamic,00302,2024-02-08,APAC,18914.29,9589.55,0.493,False,
Soylent Corp,00810,2024-06-18,North America,12973.8,9094.63,0.299,False,Fast shipping requested
Stark Industries,00539,2024-06-26,LATAM,53815.92,29867.84,0.445,False,Quarterly renewal
Umbrella Corp,00463,2024-03-01,LATAM,16785.23,12807.13,0.237,True,
Globex Inc,00303,2024-04-23,APAC,17648.23,12636.13,0.284,True,Customer asked for $50 discount
Wayne Enterprises,00392,2024-01-07,EMEA,33405.79,17671.66,0.47100000000000003,False,
Wayne Enterprises,00949,2024-02-28,North America,-9334.8,5712.9,-0.38799999999999996,True,Customer asked for $50 discount
Vandelay Industries,00836,2024-06-23,APAC,14702.86,8527.66,0.42,True,
Wayne Enterprises,00289,2024-03-29,LATAM,,,0.306,True,
Cyberdyne Systems,00234,2024-02-28,EMEA,35845.65,19464.19,0.457,False,Customer asked for $50 discount
Wonka Industries,00193,2024-04-19,LATAM,,,0.33899999999999997,True,VIP client priority support
Pied Piper,00675,2024-03-31,APAC,17299.05,11780.65,0.319,True,Account upgrade pending
Pied Piper,00033,2024-02-05,EMEA,73304.63,48600.97,0.337,True,Quarterly renewal
Cyberdyne Systems,00066,2024-05-16,LATAM,14531.23,11595.92,0.20199999999999999,True,Standard order
Wonka Industries,00706,2024-06-03,LATAM,-2499.47,2117.05,-0.153,True,Fast shipping requested
Massive Dynamic,00072,2024-04-26,North America,27964.59,24357.16,0.129,True,VIP client priority support
Vandelay Industries,00071,2024-04-09,EMEA,10179.96,8866.75,0.129,True,Account upgrade pending
Umbrella Corp,00515,2024-06-24,LATAM,21020.35,13621.19,0.35200000000000004,False,Account upgrade pending
Soylent Corp,00472,2024-04-28,North America,55428.16,29321.5,0.47100000000000003,True,Account upgrade pending
Wonka Industries,00830,2024-02-14,LATAM,19060.54,16353.94,0.142,True,Fast shipping requested
Acme Corp,00246,2024-02-10,APAC,66250.41,39021.49,0.41100000000000003,True,VIP client priority support
Pied Piper,00567,2024-02-01,APAC,6201.76,5383.13,0.132,True,VIP client priority support
Acme Corp,00075,2024-06-12,LATAM,28896.09,25804.21,0.107,False,Fast shipping requested
Vandelay Industries,00476,2024-05-04,LATAM,5583.67,3992.32,0.285,True,Quarterly renewal
Wonka Industries,00019,2024-06-04,North America,13704.13,7783.95,0.43200000000000005,True,VIP client priority support
Stark Industries,00183,2024-02-25,North America,67005.23,36450.85,0.456,False,VIP client priority support
Vandelay Industries,00316,2024-04-23,North America,45066.3,34385.59,0.237,False,Standard order
Cyberdyne Systems,00029,2024-01-04,APAC,61629.23,32971.64,0.465,True,Standard order
Cyberdyne Systems,00525,2024-01-28,APAC,24539.63,18061.17,0.264,False,Customer asked for $50 discount
Stark Industries,00178,2024-01-04,LATAM,49222.46,26678.57,0.45799999999999996,False,Standard order
Globex Inc,00907,2024-02-25,LATAM,22964.3,12722.22,0.446,True,Customer asked for $50 discount
Globex Inc,00615,2024-03-24,LATAM,51003.59,40343.84,0.209,True,Standard order
Stark Industries,00019,2024-06-04,LATAM,28986.67,27218.48,0.061,False,Customer asked for $50 discount
Umbrella Corp,00756,2024-04-19,EMEA,46672.58,35564.51,0.23800000000000002,False,Fast shipping requested
Hooli Inc,00969,2024-04-23,APAC,10502.89,4841.83,0.539,True,
Acme Corp,00235,2024-03-25,APAC,-18547.55,10182.6,-0.451,False,Account upgrade pending
Wonka Industries,00391,2024-05-13,APAC,-14174.14,13096.91,-0.076,True,Quarterly renewal
Initech LLC,00094,2024-02-14,EMEA,18105.1,15407.44,0.149,False,Customer asked for $50 discount
Wayne Enterprises,00591,2024-04-24,EMEA,20753.63,17972.64,0.134,True,
Initech LLC,00840,2024-05-03,North America,57263.73,37335.95,0.348,True,Customer asked for $50 discount
Cyberdyne Systems,00475,2024-03-19,LATAM,21600.32,15444.23,0.285,False,Standard order
Acme Corp,00883,2024-05-08,APAC,37113.3,26164.88,0.295,False,VIP client priority support
Acme Corp,00944,2024-02-01,LATAM,69943.65,34482.22,0.507,True,Fast shipping requested
Vandelay Industries,00378,2024-06-27,North America,48992.52,26602.94,0.457,True,Fast shipping requested
Dunder Mifflin,00661,2024-02-07,APAC,45604.95,24125.02,,True,VIP client priority support
Vandelay Industries,00601,2024-01-21,EMEA,65762.46,30645.31,0.534,True,Account upgrade pending
Wayne Enterprises,00752,2024-04-15,North America,8640.92,4977.17,0.424,True,Fast shipping requested
Wayne Enterprises,00007,2024-02-13,LATAM,617.6,497.79,0.19399999999999998,True,Customer asked for $50 discount
Initech LLC,00721,2024-02-04,EMEA,36742.11,31487.99,0.14300000000000002,True,
Pied Piper,00197,2024-03-07,LATAM,33334.42,30234.32,0.09300000000000001,False,Customer asked for $50 discount
Acme Corp,00600,2024-03-01,LATAM,-36646.98,22611.19,-0.38299999999999995,True,Standard order
Umbrella Corp,00535,2024-01-02,LATAM,45422.37,33385.44,0.265,False,Customer asked for $50 discount
Wonka Industries,00246,2024-04-02,LATAM,28693.46,27201.4,0.052000000000000005,True,Fast shipping requested
Wonka Industries,00910,2024-02-05,North America,45342.23,34732.15,0.23399999999999999,True,Account upgrade pending
Cyberdyne Systems,00677,2024-02-18,North America,-73970.51,34396.29,-0.535,False,Fast shipping requested
Soylent Corp,00240,2024-06-04,LATAM,30312.31,14519.6,0.521,False,Fast shipping requested
Cyberdyne Systems,00301,2024-06-04,EMEA,53539.68,50006.06,0.066,False,Customer asked for $50 discount
Wonka Industries,00690,2024-05-20,LATAM,13019.94,10780.51,0.172,False,Standard order
Cyberdyne Systems,00733,2024-01-08,EMEA,69710.76,57232.53,0.179,False,Fast shipping requested
Initech LLC,00945,2024-05-16,LATAM,7237.91,4704.64,0.35,True,Fast shipping requested
Vandelay Industries,00754,2024-04-07,LATAM,60729.34,47368.89,0.22,False,Fast shipping requested
Globex Inc,00587,2024-04-04,EMEA,,,0.345,True,VIP client priority support
Stark Industries,00790,2024-04-03,EMEA,39221.48,20552.06,0.47600000000000003,True,
Umbrella Corp,00512,2024-06-23,LATAM,11483.19,6878.43,0.401,True,Account upgrade pending
Vandelay Industries,00127,2024-03-11,LATAM,47515.24,21809.5,0.541,False,
Vandelay Industries,00957,2024-02-27,North America,69275.26,37547.19,0.45799999999999996,True,Standard order
Massive Dynamic,00402,2024-03-27,LATAM,51003.45,41210.79,0.192,False,Fast shipping requested
Wonka Industries,00562,2024-04-10,North America,10252.1,8181.18,0.20199999999999999,True,VIP client priority support
Vandelay Industries,00495,2024-03-15,EMEA,,,0.478,True,VIP client priority support
Cyberdyne Systems,00696,2024-02-13,North America,7655.56,4784.73,0.375,True,Fast shipping requested
Vandelay Industries,00414,2024-03-03,North America,9350.79,5834.89,0.376,False,
Soylent Corp,00886,2024-06-15,LATAM,21003.59,14807.53,0.295,False,Standard order
Hooli Inc,00587,2024-05-26,LATAM,20892.5,13120.49,0.37200000000000005,True,Standard order
Stark Industries,00066,2024-05-17,EMEA,30697.12,21027.53,0.315,False,
Pied Piper,00213,2024-06-17,North America,,,0.45,True,Account upgrade pending
Umbrella Corp,00669,2024-02-11,North America,42405.97,19803.59,0.5329999999999999,True,Quarterly renewal
Wayne Enterprises,00048,2024-05-12,APAC,49607.24,24555.58,0.505,False,Fast shipping requested
Globex Inc,00679,2024-01-12,EMEA,3236.68,2100.61,0.35100000000000003,False,Customer asked for $50 discount
Initech LLC,00747,2024-06-08,LATAM,6039.79,4360.73,0.278,True,Fast shipping requested
Initech LLC,00549,2024-02-22,North America,47402.83,36215.76,0.23600000000000002,True,VIP client priority support
Wonka Industries,00158,2024-03-21,LATAM,28731.17,17468.55,0.392,False,Fast shipping requested
Globex Inc,00372,2024-03-26,APAC,11401.56,9565.91,0.161,False,Quarterly renewal
Massive Dynamic,00746,2024-03-19,LATAM,7617.77,4921.08,0.354,True,Customer asked for $50 discount
Pied Piper,00399,2024-02-16,APAC,60553.33,39601.88,0.34600000000000003,True,Fast shipping requested
Initech LLC,00147,2024-04-06,APAC,4438.41,2649.73,0.40299999999999997,False,
Soylent Corp,00515,2024-03-14,APAC,71469.92,56961.53,0.203,True,VIP client priority support
Pied Piper,00321,2024-01-24,North America,6213.64,3591.48,0.42200000000000004,True,
Wonka Industries,00011,2024-04-18,EMEA,36234.37,32176.12,,True,Fast shipping requested
Cyberdyne Systems,00720,2024-05-16,APAC,18694.86,16189.75,0.134,False,Quarterly renewal
Globex Inc,00376,2024-02-04,APAC,71460.03,55810.28,0.21899999999999997,False,Customer asked for $50 discount
Wayne Enterprises,00495,2024-03-16,APAC,16373.41,7695.5,0.53,True,VIP client priority support
Hooli Inc,00869,2024-05-04,North America,27002.93,20927.27,0.225,True,Customer asked for $50 discount
Acme Corp,00104,2024-04-20,LATAM,15217.06,10743.24,0.294,True,Quarterly renewal
Soylent Corp,00405,2024-04-05,APAC,27654.93,17201.37,0.37799999999999995,True,Customer asked for $50 discount
Vandelay Industries,00445,2024-01-02,APAC,66326.43,49015.23,0.261,True,Quarterly renewal
Dunder Mifflin,00204,2024-05-02,APAC,9350.03,7367.82,0.212,True,Account upgrade pending
Vandelay Industries,00946,2024-04-09,EMEA,8675.09,8180.61,0.057,True,Fast shipping requested
Wonka Industries,00351,2024-04-19,North America,32857.47,21061.64,0.359,True,Quarterly renewal
Wayne Enterprises,00786,2024-01-30,APAC,74572.15,41685.83,0.441,True,Quarterly renewal
Wonka Industries,00606,2024-06-10,EMEA,17589.12,15425.66,,False,
Acme Corp,00390,2024-04-14,APAC,52661.84,38759.11,0.264,False,Customer asked for $50 discount
Stark Industries,00288,2024-03-30,LATAM,,,0.42200000000000004,True,Customer asked for $50 discount
Hooli Inc,00104,2024-04-20,EMEA,19293.6,18193.86,0.057,True,Customer asked for $50 discount
Stark Industries,00760,2024-04-02,APAC,18249.79,16151.06,0.115,False,Standard order
Hooli Inc,00992,2024-06-16,EMEA,14873.1,11586.14,0.221,False,Account upgrade pending
Vandelay Industries,00158,2024-01-12,EMEA,14782.15,7790.19,0.473,False,Customer asked for $50 discount
Soylent Corp,00645,2024-01-31,LATAM,5544.28,4806.89,0.133,True,Customer asked for $50 discount
Acme Corp,00979,2024-05-24,North America,59682.08,30736.27,0.485,True,VIP client priority support
Pied Piper,00522,2024-04-08,LATAM,,,0.159,True,Account upgrade pending
Vandelay Industries,00738,2024-05-14,APAC,23104.06,19361.2,0.162,True,Standard order
Dunder Mifflin,00152,2024-03-12,EMEA,20647.4,14102.17,,False,Customer asked for $50 discount
Globex Inc,00970,2024-06-29,APAC,54294.93,34585.87,,False,Fast shipping requested
Wayne Enterprises,00181,2024-03-06,North America,40535.46,25253.59,0.377,False,
Soylent Corp,00226,2024-03-24,APAC,15691.94,12020.03,0.23399999999999999,False,VIP client priority support
Initech LLC,00471,2024-02-17,EMEA,14570.06,11583.2,0.205,True,Fast shipping requested
Hooli Inc,00193,2024-01-18,EMEA,5867.63,3450.17,0.41200000000000003,True,Account upgrade pending
Globex Inc,00387,2024-04-08,North America,8697.65,7184.26,0.174,True,Fast shipping requested
Hooli Inc,00014,2024-01-03,North America,40906.58,23316.75,0.43,True,Customer asked for $50 discount
Stark Industries,00491,2024-02-09,EMEA,4662.73,4191.79,0.10099999999999999,True,Quarterly renewal
Acme Corp,00935,2024-02-27,North America,17387.3,8884.91,0.489,False,VIP client priority support
Initech LLC,00113,2024-02-27,North America,71756.75,35017.29,0.512,True,Account upgrade pending
Initech LLC,00183,2024-04-19,APAC,45171.06,24437.54,0.45899999999999996,False,Customer asked for $50 discount
Soylent Corp,00678,2024-04-04,APAC,60898.6,34164.11,0.439,True,VIP client priority support
Soylent Corp,00739,2024-05-02,North America,8930.72,4045.62,0.547,True,Customer asked for $50 discount
Stark Industries,00507,2024-04-18,LATAM,52159.85,24932.41,0.522,True,VIP client priority support
Massive Dynamic,00510,2024-05-17,LATAM,40169.35,26551.94,0.33899999999999997,False,Fast shipping requested
Globex Inc,00241,2024-04-02,North America,15644.34,14001.68,0.105,False,
Wonka Industries,00888,2024-02-05,APAC,34798.93,18652.23,0.46399999999999997,True,Standard order
Vandelay Industries,00721,2024-02-06,LATAM,55114.57,50319.6,0.087,True,Standard order
Initech LLC,00375,2024-02-06,North America,18755.91,16111.33,0.141,True,VIP client priority support
Cyberdyne Systems,00740,2024-03-27,LATAM,58714.07,54838.94,0.066,True,Standard order
Cyberdyne Systems,00853,2024-04-18,LATAM,41784.62,30837.05,0.262,False,Account upgrade pending
Cyberdyne Systems,00974,2024-02-02,EMEA,30329.98,20321.09,0.33,True,VIP client priority support
Stark Industries,00669,2024-06-13,LATAM,-62130.4,52997.23,-0.147,False,Standard order
Globex Inc,00372,2024-06-03,APAC,2589.64,2447.21,0.055,False,Account upgrade pending
Umbrella Corp,00654,2024-01-09,EMEA,20553.02,19052.65,0.073,True,Standard order
Stark Industries,00770,2024-03-13,LATAM,37766.1,22621.89,0.401,True,Fast shipping requested
Massive Dynamic,00104,2024-05-08,EMEA,2264.56,1967.9,0.131,False,Fast shipping requested
Globex Inc,00976,2024-02-29,EMEA,60656.96,41974.62,0.308,False,VIP client priority support
Pied Piper,00135,2024-03-27,APAC,-27343.57,20671.74,-0.244,False,Account upgrade pending
Hooli Inc,00077,2024-02-09,LATAM,7756.75,3614.65,0.534,False,VIP client priority support
Globex Inc,00466,2024-03-21,EMEA,-70087.17,63428.89,-0.095,True,Fast shipping requested
Pied Piper,00472,2024-03-07,LATAM,73397.04,48882.43,,True,VIP client priority support
Wonka Industries,00635,2024-06-23,EMEA,33341.66,20305.07,0.391,True,Fast shipping requested
Acme Corp,00636,2024-06-13,North America,55707.67,49969.78,0.10300000000000001,True,
Globex Inc,00229,2024-04-09,LATAM,50351.72,36152.53,0.282,False,VIP client priority support
Pied Piper,00444,2024-02-21,LATAM,24989.69,14469.03,0.42100000000000004,True,Standard order
Massive Dynamic,00160,2024-04-30,EMEA,48196.12,44292.23,0.081,True,VIP client priority support
Umbrella Corp,00056,2024-02-24,North America,71472.05,65396.93,0.085,True,
Vandelay Industries,00463,2024-04-17,EMEA,50388.51,37085.94,0.264,True,Quarterly renewal
Umbrella Corp,00358,2024-04-17,LATAM,35924.71,23889.93,0.335,False,Standard order
Vandelay Industries,00684,2024-05-28,EMEA,-24618.08,17232.66,-0.3,False,Standard order
Pied Piper,00994,2024-06-21,LATAM,20078.8,12709.88,0.36700000000000005,False,Standard order
Umbrella Corp,00764,2024-02-18,LATAM,52385.23,44736.99,0.146,True,Customer asked for $50 discount
Wonka Industries,00373,2024-01-05,APAC,67300.79,30285.36,0.55,False,Customer asked for $50 discount
Wonka Industries,00556,2024-04-19,APAC,8946.81,7774.78,0.131,True,
Dunder Mifflin,00706,2024-06-23,LATAM,47740.99,43253.34,0.094,False,Fast shipping requested
Acme Corp,00632,2024-04-15,North America,37482.17,24700.75,,True,Quarterly renewal
Umbrella Corp,00796,2024-04-26,LATAM,9030.33,6483.78,0.282,True,Standard order
Stark Industries,00801,2024-02-27,APAC,20436.88,12527.81,,True,Standard order
Acme Corp,00158,2024-04-05,APAC,25464.2,21746.43,0.146,True,
Hooli Inc,00440,2024-02-02,LATAM,73312.99,61216.35,0.165,True,Account upgrade pending
Globex Inc,00647,2024-05-27,LATAM,63305.79,57165.13,,True,Standard order
Hooli Inc,00725,2024-05-19,North America,43098.64,27324.54,0.366,False,Fast shipping requested
Umbrella Corp,00305,2024-02-19,EMEA,54610.29,26376.77,0.517,False,Standard order
Soylent Corp,00950,2024-06-01,North America,8477.21,4475.97,0.47200000000000003,False,VIP client priority support
Globex Inc,00503,2024-01-06,LATAM,5981.41,3786.23,0.36700000000000005,True,Quarterly renewal
Wayne Enterprises,00011,2024-02-15,North America,9231.93,6250.02,0.32299999999999995,True,Standard order
Umbrella Corp,00621,2024-01-08,North America,39090.62,36549.73,0.065,False,Fast shipping requested
Vandelay Industries,00963,2024-02-02,APAC,20888.15,16773.18,0.19699999999999998,True,VIP client priority support
Massive Dynamic,00970,2024-04-12,EMEA,19131.94,14425.48,0.24600000000000002,True,Quarterly renewal
Pied Piper,00211,2024-05-04,LATAM,66272.87,59380.49,0.10400000000000001,False,Account upgrade pending
Stark Industries,00383,2024-06-10,North America,33980.55,22019.4,0.35200000000000004,False,VIP client priority support
Acme Corp,00118,2024-02-16,APAC,32489.32,24821.84,0.23600000000000002,False,Standard order
Stark Industries,00705,2024-01-03,APAC,16426.05,12434.52,0.243,False,Standard order
Massive Dynamic,00285,2024-06-04,North America,43259.16,36813.55,,True,Standard order
Wayne Enterprises,00432,2024-01-31,North America,34232.49,27625.62,0.193,True,VIP client priority support
Wayne Enterprises,00135,2024-04-13,North America,-67239.3,48076.1,-0.285,True,Fast shipping requested
Wayne Enterprises,00282,2024-03-22,APAC,30325.65,24290.85,0.19899999999999998,True,
Dunder Mifflin,00991,2024-02-01,APAC,-70358.93,61986.22,-0.11900000000000001,False,
Vandelay Industries,00742,2024-04-21,EMEA,13179.26,8975.08,,True,Customer asked for $50 discount
Pied Piper,00045,2024-01-29,North America,71062.29,54007.34,0.24,True,Account upgrade pending
Soylent Corp,00123,2024-02-02,APAC,64711.17,47045.02,0.273,False,Account upgrade pending
Soylent Corp,00678,2024-05-05,APAC,24482.4,22254.5,0.091,False,Fast shipping requested
Dunder Mifflin,00753,2024-02-22,North America,,,-0.284,True,Quarterly renewal
Soylent Corp,00108,2024-03-28,EMEA,61142.66,36441.03,0.40399999999999997,False,Quarterly renewal
Umbrella Corp,00939,2024-04-03,LATAM,73142.32,59318.42,0.18899999999999997,True,
Hooli Inc,00664,2024-01-27,EMEA,34841.08,29823.96,,True,Customer asked for $50 discount
Wayne Enterprises,00122,2024-05-20,North America,26904.8,24833.13,0.077,False,Standard order
Dunder Mifflin,00392,2024-04-18,EMEA,22403.44,15480.78,0.309,True,Fast shipping requested
Umbrella Corp,00982,2024-01-29,EMEA,9081.5,7374.18,0.188,True,VIP client priority support
Cyberdyne Systems,00104,2024-02-26,APAC,37390.29,24378.47,0.348,False,Quarterly renewal
Massive Dynamic,00930,2024-06-28,LATAM,55562.26,43560.81,0.21600000000000003,True,Fast shipping requested
Soylent Corp,00439,2024-03-26,North America,13724.87,12970.0,0.055,True,Account upgrade pending
Acme Corp,00501,2024-03-04,LATAM,8649.26,5942.04,0.313,True,
Globex Inc,00103,2024-03-18,APAC,34219.92,26280.9,,True,Fast shipping requested
Stark Industries,00913,2024-05-12,LATAM,,,0.478,True,Customer asked for $50 discount
Soylent Corp,00032,2024-03-03,LATAM,27276.78,12738.26,0.5329999999999999,True,Account upgrade pending
Initech LLC,00272,2024-06-22,APAC,66655.62,56990.56,0.145,False,
Hooli Inc,00126,2024-04-20,LATAM,42716.35,25928.82,0.39299999999999996,True,Account upgrade pending
Wayne Enterprises,00639,2024-05-22,EMEA,-23121.6,21503.09,-0.07,True,
Hooli Inc,00127,2024-01-14,LATAM,23283.7,20512.94,0.11900000000000001,True,Standard order
Vandelay Industries,00278,2024-02-06,EMEA,,,0.174,True,VIP client priority support
Cyberdyne Systems,00991,2024-01-26,APAC,69054.46,54483.97,0.21100000000000002,False,Customer asked for $50 discount
Initech LLC,00427,2024-05-21,EMEA,22929.14,19673.2,0.142,True,Standard order
Initech LLC,00540,2024-04-23,APAC,38034.23,28335.5,,True,
Cyberdyne Systems,00091,2024-02-05,APAC,59104.09,39422.43,0.33299999999999996,True,Quarterly renewal
