 Customer Name / Client , Account # , Order Date (UTC) , Region / Territory , Gross Revenue ($) , Unit Cost ($) , Profit Margin % , Active Subscription? , Customer Notes / Log , Blank Column (Notes) 
Massive Dynamic,00876,2024-02-28,North America,"£31,171.36","$16,583.16",46.8%,Y,Fast shipping requested,
Wonka Industries,00253,2024-03-04,APAC,"$32,851.53","$21,780.56",-,Y,VIP client priority support,
Vandelay Industries,00788,2024-05-09,North America,"32,214.47","$23,323.28",27.6%,Y,Fast shipping requested,
Vandelay Industries,00417,2024-02-25,EMEA,"$27,201.22","$21,706.57",20.2%,Y,VIP client priority support,
Soylent Corp,00791,2024-02-05,LATAM,"$14,278.46","$9,081.10",36.4%,false,Account upgrade pending,
Acme Corp,00304,2024-04-19,APAC,"£52,505.10","$47,779.64",9.0%,Y,Account upgrade pending,
Dunder Mifflin,00373,2024-01-14,North America,"€29,030.15","$19,479.23",32.9%,No,Quarterly renewal,
Stark Industries,00245,2024-05-18,North America,"£48,853.36","$27,846.42",43.0%,true,Account upgrade pending,
Dunder Mifflin,00434,2024-03-11,North America,"5,221.00","$3,733.02",28.5%,true,VIP client priority support,
Hooli Inc,00377,2024-06-21,North America,"€14,532.34","$6,844.73",52.9%,Yes,Customer asked for $50 discount,
Globex Inc,00714,2024-02-07,LATAM,"$11,712.11","$5,446.13",53.5%,Yes,VIP client priority support,
Stark Industries,00431,2024-04-23,North America,"-$22,218.00","$13,952.90",(37.2%),Y,Account upgrade pending,
Stark Industries,00672,2024-06-14,APAC,"£36,718.06","$32,458.77",11.6%,Yes,,
Wayne Enterprises,00233,2024-05-03,APAC,"72,818.94","$46,676.94",35.9%,true,Quarterly renewal,
Initech LLC,00860,2024-06-26,EMEA,"(12,513.48)","$9,134.84",(27.0%),false,Quarterly renewal,
Umbrella Corp,00576,2024-01-09,APAC,"$73,362.68","$58,616.78",20.1%,Y,VIP client priority support,
Pied Piper,00149,2024-04-27,APAC,"£12,125.97","$8,645.82",28.7%,Yes,,
Hooli Inc,00747,2024-04-23,APAC,"€51,841.45","$41,265.79",20.4%,No,VIP client priority support,
Stark Industries,00095,2024-03-24,North America,"45,807.27","$37,149.70",,Yes,Fast shipping requested,
Dunder Mifflin,00981,2024-01-23,LATAM,"$14,986.53","$9,246.69",38.3%,Y,Customer asked for $50 discount,
Cyberdyne Systems,00382,2024-01-04,APAC,"$26,196.56","$15,351.18",41.4%,Y,,
Soylent Corp,00296,2024-02-11,LATAM,"€54,781.11","$46,344.82",15.4%,false,Standard order,
Hooli Inc,00775,2024-04-06,North America,$993.11,$568.06,42.8%,Yes,,
Cyberdyne Systems,00297,2024-05-21,LATAM,"$3,646.35","$2,618.08",-,Yes,Customer asked for $50 discount,
Wayne Enterprises,00979,2024-06-12,LATAM,"$9,751.18","$8,073.98",17.2%,true,VIP client priority support,
Globex Inc,00614,2024-04-02,LATAM,"$42,635.31","$37,945.43",11.0%,Y,,
Wayne Enterprises,00167,2024-05-28,North America,"€11,387.22","$9,269.20",18.6%,false,Standard order,
Wayne Enterprises,00299,2024-05-15,North America,"$38,783.05","$30,599.83",21.1%,true,Customer asked for $50 discount,
Dunder Mifflin,00715,2024-06-25,APAC,"£7,639.59","$6,180.43",19.1%,Y,Customer asked for $50 discount,
Initech LLC,00105,2024-02-25,EMEA,"$38,002.03","$18,012.96",52.6%,N,VIP client priority support,
Soylent Corp,00939,2024-01-20,North America,"$61,503.93","$33,273.63",45.9%,false,Quarterly renewal,
Vandelay Industries,00312,2024-01-08,North America,"$17,065.66","$7,833.14",54.1%,N,Standard order,
Acme Corp,00794,2024-05-03,LATAM,"-$3,667.51","$3,374.11",(8.0%),N,Customer asked for $50 discount,
Acme Corp,00068,2024-03-18,North America,"56,714.00","$48,660.61",14.2%,N,Quarterly renewal,
Wonka Industries,00765,2024-03-12,APAC,"£26,739.14","$24,493.05",8.4%,Y,Account upgrade pending,
Umbrella Corp,00733,2024-02-19,APAC,"(13,297.12)","$6,515.59",(51.0%),Yes,Customer asked for $50 discount,
Vandelay Industries,00604,2024-02-17,LATAM,"$50,677.66","$42,721.27",15.7%,N,,
Stark Industries,00127,2024-04-29,North America,"€39,219.70","$36,474.32",7.0%,N,VIP client priority support,
Wayne Enterprises,00468,2024-06-02,APAC,"51,684.97","$38,040.14",26.4%,Yes,Fast shipping requested,
Stark Industries,00184,2024-01-04,LATAM,"€50,571.11","$44,401.43",12.2%,N,Fast shipping requested,
Initech LLC,00067,2024-04-03,EMEA,"£25,728.06","$18,987.31",26.2%,true,,
Pied Piper,00821,2024-06-13,LATAM,"£27,029.25","$23,677.62",12.4%,N,Customer asked for $50 discount,
Soylent Corp,00510,2024-02-29,EMEA,"$2,714.40","$2,334.38",14.0%,false,Quarterly renewal,
Wayne Enterprises,00637,2024-06-08,North America,"£57,132.77","$35,365.18",38.1%,true,Account upgrade pending,
Stark Industries,00829,2024-05-18,North America,"$71,467.25","$51,813.76",27.5%,Yes,VIP client priority support,
Acme Corp,00034,2024-02-15,APAC,"$66,410.17","$46,885.58",29.4%,Yes,Fast shipping requested,
Massive Dynamic,00702,2024-05-18,LATAM,"$35,955.37","$16,719.25",53.5%,false,,
Wayne Enterprises,00329,2024-01-16,North America,"$44,489.52","$41,686.68",6.3%,false,VIP client priority support,
Globex Inc,00439,2024-03-29,APAC,"$31,188.76","$20,397.45",34.6%,N,,
Wayne Enterprises,00118,2024-03-27,EMEA,"($1,968.54)","$1,311.05",(33.4%),Y,Customer asked for $50 discount,
Acme Corp,00713,2024-04-30,North America,"€73,939.48","$52,201.27",29.4%,No,Customer asked for $50 discount,
Soylent Corp,00515,2024-06-19,APAC,"$12,913.73","$6,792.62",47.4%,No,Customer asked for $50 discount,
Wayne Enterprises,00049,2024-03-17,LATAM,"60,442.92","$54,579.96",9.7%,N,Account upgrade pending,
Pied Piper,00544,2024-05-01,LATAM,"16,125.57","$11,836.17",26.6%,No,VIP client priority support,
Cyberdyne Systems,00258,2024-06-08,LATAM,#VALUE!,-,30.8%,Yes,Quarterly renewal,
Dunder Mifflin,00986,2024-04-29,APAC,"70,318.64","$33,963.90",51.7%,Y,Account upgrade pending,
Umbrella Corp,00374,2024-04-28,EMEA,"18,407.86","$9,093.48",50.6%,Y,Customer asked for $50 discount,
Wonka Industries,00294,2024-06-14,EMEA,"£19,605.27","$18,350.53",6.4%,true,VIP client priority support,
Soylent Corp,00574,2024-04-21,LATAM,"$48,695.69","$27,026.11",44.5%,Yes,Fast shipping requested,
Wonka Industries,00044,2024-05-04,North America,"$4,621.88","$2,181.53",52.8%,N,VIP client priority support,
Wonka Industries,00742,2024-02-05,EMEA,"8,838.96","$4,198.51",52.5%,true,VIP client priority support,
Globex Inc,00244,2024-06-02,North America,"$58,102.72","$33,467.17",42.4%,Y,Quarterly renewal,
Initech LLC,00110,2024-02-14,EMEA,"€72,759.30","$49,694.60",31.7%,N,Customer asked for $50 discount,
Massive Dynamic,00434,2024-05-01,EMEA,"72,266.99","$67,858.70",6.1%,Y,,
Vandelay Industries,00679,2024-01-14,EMEA,"€19,347.23","$10,524.89",45.6%,No,,
Soylent Corp,00398,2024-01-03,LATAM,"$69,599.30","$55,749.04",19.9%,Yes,VIP client priority support,
Dunder Mifflin,00325,2024-06-13,LATAM,"59,304.15","$42,343.16",28.6%,false,Fast shipping requested,
Cyberdyne Systems,00898,2024-01-26,EMEA,"-£52,536.92","$28,527.55",(45.7%),false,VIP client priority support,
Vandelay Industries,00029,2024-01-14,EMEA,"($47,446.65)","$37,625.19",(20.7%),N,Standard order,
Initech LLC,00256,2024-05-12,EMEA,"€63,598.55","$37,014.36",41.8%,false,,
Wayne Enterprises,00204,2024-01-22,LATAM,"27,886.17","$23,368.61",16.2%,No,Standard order,
Soylent Corp,00204,2024-03-08,EMEA,"£4,208.83","$3,223.96",23.4%,N,Standard order,
Vandelay Industries,00539,2024-04-21,LATAM,"€62,130.68","$32,245.82",48.1%,true,Fast shipping requested,
Soylent Corp,00392,2024-02-03,LATAM,"£64,297.16","$54,974.07",14.5%,Yes,Standard order,
Wayne Enterprises,00269,2024-03-01,LATAM,"$68,095.95","$48,756.70",28.4%,Y,Fast shipping requested,
Umbrella Corp,00731,2024-04-08,LATAM,"(55,339.76)","$43,386.37",(21.6%),No,VIP client priority support,
Stark Industries,00621,2024-06-20,North America,£899.39,$688.03,23.5%,Y,Account upgrade pending,
Initech LLC,00267,2024-02-13,LATAM,"€69,809.36","$61,362.43",12.1%,Y,Quarterly renewal,
Soylent Corp,00893,2024-03-12,APAC,"69,504.66","$33,848.77",51.3%,Y,Quarterly renewal,
Stark Industries,00755,2024-05-05,EMEA,"(41,897.77)","$35,948.29",(14.2%),Yes,Customer asked for $50 discount,
Initech LLC,00723,2024-04-29,LATAM,"-€9,143.79","$6,126.34",(33.0%),Yes,VIP client priority support,
Globex Inc,00867,2024-02-07,North America,"$26,545.52","$18,475.68",30.4%,No,Account upgrade pending,
Acme Corp,00539,2024-05-26,EMEA,"$31,523.21","$24,777.24",21.4%,N,VIP client priority support,
Stark Industries,00605,2024-01-28,APAC,"$11,956.27","$7,604.19",36.4%,Y,Customer asked for $50 discount,
Acme Corp,00672,2024-06-08,LATAM,"24,706.20","$19,987.32",19.1%,N,Account upgrade pending,
Hooli Inc,00391,2024-01-24,LATAM,"$19,509.71","$10,223.09",47.6%,Y,Customer asked for $50 discount,
Dunder Mifflin,00771,2024-06-16,EMEA,"9,484.85","$4,723.46",50.2%,false,Fast shipping requested,
Globex Inc,00853,2024-04-04,EMEA,"€36,976.92","$21,150.80",42.8%,Yes,VIP client priority support,
Dunder Mifflin,00437,2024-01-24,North America,"€38,743.94","$18,790.81",51.5%,N,Customer asked for $50 discount,
Soylent Corp,00448,2024-01-21,LATAM,"$22,879.30","$16,839.16",26.4%,N,Standard order,
Massive Dynamic,00111,2024-05-10,LATAM,"€31,269.95","$25,735.17",17.7%,Y,Standard order,
Vandelay Industries,00678,2024-04-28,EMEA,"-€59,070.19","$47,315.22",(19.9%),Yes,,
Dunder Mifflin,00461,2024-06-08,APAC,"25,929.41","$21,262.12",18.0%,Y,Account upgrade pending,
Acme Corp,00006,2024-04-11,North America,"€1,491.19",$861.91,42.2%,true,Account upgrade pending,
Wonka Industries,00998,2024-06-06,APAC,"€51,954.34","$44,420.96",14.5%,No,,
Acme Corp,00215,2024-05-03,EMEA,"€48,905.62","$44,357.40",9.3%,Yes,VIP client priority support,
Cyberdyne Systems,00023,2024-01-30,EMEA,"67,729.94","$44,498.57",34.3%,Y,Standard order,
Stark Industries,00009,2024-01-27,LATAM,"€73,471.78","$59,144.78",19.5%,Yes,Account upgrade pending,
Hooli Inc,00743,2024-06-05,LATAM,"$17,776.98","$16,319.27",8.2%,Y,VIP client priority support,
Globex Inc,00507,2024-06-08,APAC,"(33,900.24)","$24,238.67",(28.5%),Yes,Quarterly renewal,
Massive Dynamic,00225,2024-05-30,APAC,"€69,169.30","$32,509.57",53.0%,false,,
Soylent Corp,00819,2024-02-11,EMEA,"$21,543.06","$13,938.36",35.3%,Y,VIP client priority support,
Wayne Enterprises,00241,2024-02-23,North America,"$74,944.96","$40,170.50",46.4%,Y,,
Globex Inc,00346,2024-04-20,North America,"46,508.44","$25,951.71",44.2%,true,Quarterly renewal,
Wonka Industries,00707,2024-05-11,North America,"€53,127.17","$24,597.88",53.7%,N,,
Massive Dynamic,00043,2024-05-09,North America,"$12,944.95","$10,407.74",19.6%,Yes,Fast shipping requested,
Wonka Industries,00102,2024-02-09,APAC,"25,428.26","$14,366.97",N/A,false,Customer asked for $50 discount,
Massive Dynamic,00176,2024-01-22,APAC,"€28,246.51","$16,185.25",42.7%,No,Quarterly renewal,
Pied Piper,00440,2024-04-15,LATAM,"£67,405.86","$59,114.94",,N,Standard order,
Stark Industries,00323,2024-04-12,EMEA,"€32,838.38","$16,386.35",50.1%,true,VIP client priority support,
Cyberdyne Systems,00908,2024-06-23,APAC,—,-,50.0%,Yes,Fast shipping requested,
Cyberdyne Systems,00457,2024-06-13,EMEA,"£66,624.69","$33,712.09",49.4%,Y,,
Umbrella Corp,00903,2024-03-18,North America,"3,254.28","$2,245.45",31.0%,No,Standard order,
Massive Dynamic,00566,2024-03-20,APAC,"-$56,899.95","$37,212.57",(34.6%),No,,
Pied Piper,00312,2024-04-18,North America,"$55,032.97","$31,478.86",42.8%,Yes,Customer asked for $50 discount,
Hooli Inc,00755,2024-01-02,LATAM,"$25,754.03","$12,954.28",49.7%,No,Customer asked for $50 discount,
Wayne Enterprises,00292,2024-06-19,EMEA,"£53,719.15","$45,876.15",14.6%,Yes,Standard order,
Initech LLC,00729,2024-04-18,LATAM,"$6,605.06","$6,017.21",8.9%,Y,Account upgrade pending,
Massive Dynamic,00532,2024-04-11,APAC,"44,030.63","$25,713.89",41.6%,Yes,Quarterly renewal,
Massive Dynamic,00131,2024-05-04,LATAM,"£10,139.20","$7,229.25",28.7%,false,Standard order,
Hooli Inc,00873,2024-04-14,North America,"£9,504.55","$7,584.63",20.2%,true,VIP client priority support,
Acme Corp,00811,2024-02-06,EMEA,"(€58,892.54)","$49,587.52",(15.8%),Yes,Standard order,
Globex Inc,00561,2024-03-30,North America,"€65,346.78","$51,035.84",21.9%,Yes,,
Initech LLC,00517,2024-06-11,LATAM,"€57,245.07","$36,522.35",36.2%,Y,Quarterly renewal,
Cyberdyne Systems,00348,2024-05-18,North America,"71,876.92","$42,838.64",40.4%,true,Account upgrade pending,
Dunder Mifflin,00127,2024-06-13,North America,"14,835.79","$10,221.86",31.1%,Y,Standard order,
Dunder Mifflin,00959,2024-05-16,EMEA,"$72,197.07","$36,531.72",49.4%,false,VIP client priority support,
Hooli Inc,00047,2024-05-05,North America,"$25,826.76","$21,203.77",17.9%,N,Account upgrade pending,
Initech LLC,00293,2024-02-06,EMEA,"$19,538.81","$17,995.24",7.9%,Yes,Standard order,
Vandelay Industries,00060,2024-03-17,LATAM,"$7,856.44","$4,211.05",46.4%,No,Quarterly renewal,
Pied Piper,00612,2024-05-30,EMEA,"£37,226.97","$26,728.96",28.2%,Yes,Standard order,
Cyberdyne Systems,00649,2024-02-29,North America,"£20,552.40","$11,447.69",44.3%,Y,VIP client priority support,
Globex Inc,00867,2024-06-11,EMEA,"$58,824.68","$40,059.61",31.9%,Yes,Standard order,
Acme Corp,00833,2024-04-28,APAC,"($49,152.88)","$39,961.29",(18.7%),true,,
Dunder Mifflin,00390,2024-03-30,EMEA,"£44,094.36","$40,346.34",8.5%,N,,
Initech LLC,00743,2024-05-22,APAC,"$65,931.81","$40,152.47",39.1%,true,,
Vandelay Industries,00464,2024-03-10,EMEA,"$49,839.64","$46,948.94",5.8%,Y,Account upgrade pending,
Soylent Corp,00005,2024-01-03,EMEA,"€31,280.65","$19,550.41",37.5%,Y,,
Wonka Industries,00688,2024-04-23,North America,"€26,798.11","$15,167.73",43.4%,Y,Standard order,
Soylent Corp,00380,2024-02-19,LATAM,"$1,197.57","$1,022.72",14.6%,true,,
Vandelay Industries,00227,2024-02-29,LATAM,"$72,563.59","$61,316.23",15.5%,Y,Standard order,
Wonka Industries,00285,2024-05-25,LATAM,"$13,200.54","$8,804.76",33.3%,Yes,Fast shipping requested,
Globex Inc,00131,2024-03-07,EMEA,"66,134.73","$39,945.38",39.6%,true,Fast shipping requested,
Massive Dynamic,00905,2024-04-26,North America,"70,372.83","$52,568.50",25.3%,Yes,VIP client priority support,
Stark Industries,00530,2024-01-12,EMEA,"€3,998.87","$3,131.12",21.7%,Y,Fast shipping requested,
Umbrella Corp,00707,2024-04-18,North America,"$68,816.14","$62,072.16",9.8%,Y,Account upgrade pending,
Pied Piper,00642,2024-03-26,APAC,"€18,912.94","$14,808.83",21.7%,N,,
Hooli Inc,00635,2024-04-22,North America,"47,088.48","$35,834.33",23.9%,N,,
Initech LLC,00064,2024-04-23,North America,"-€22,959.60","$21,214.67",(7.6%),Y,VIP client priority support,
Globex Inc,00633,2024-04-15,EMEA,"(£64,911.41)","$33,104.82",(49.0%),N,Customer asked for $50 discount,
Dunder Mifflin,00961,2024-06-21,North America,"$34,328.72","$20,356.93",40.7%,No,Account upgrade pending,
Initech LLC,00653,2024-05-10,APAC,"€26,976.65","$14,864.13",44.9%,true,Account upgrade pending,
Cyberdyne Systems,00526,2024-06-15,APAC,"£23,683.52","$18,449.46",22.1%,Y,Account upgrade pending,
Hooli Inc,00674,2024-06-22,EMEA,"£4,770.16","$3,711.18",22.2%,No,,
Globex Inc,00350,2024-02-18,LATAM,"€52,261.23","$24,458.26",53.2%,Y,Customer asked for $50 discount,
Initech LLC,00108,2024-04-26,North America,"$37,446.84","$31,567.69",15.7%,false,,
Vandelay Industries,00385,2024-02-22,LATAM,"$14,226.22","$12,689.79",10.8%,No,Fast shipping requested,
Hooli Inc,00935,2024-04-02,North America,"73,160.54","$43,237.88",40.9%,No,Quarterly renewal,
Umbrella Corp,00023,2024-02-15,APAC,"$68,343.35","$34,650.08",49.3%,No,Customer asked for $50 discount,
Soylent Corp,00246,2024-04-04,APAC,"49,737.70","$25,415.96",48.9%,Yes,Quarterly renewal,
Pied Piper,00195,2024-02-19,LATAM,"$52,229.37","$48,416.63",7.3%,No,,
Massive Dynamic,00302,2024-02-08,APAC,"18,914.29","$9,589.55",49.3%,N,,
Soylent Corp,00810,2024-06-18,North America,"€12,973.80","$9,094.63",29.9%,false,Fast shipping requested,
Stark Industries,00539,2024-06-26,LATAM,"€53,815.92","$29,867.84",44.5%,No,Quarterly renewal,
Umbrella Corp,00463,2024-03-01,LATAM,"16,785.23","$12,807.13",23.7%,Yes,,
Globex Inc,00303,2024-04-23,APAC,"$17,648.23","$12,636.13",28.4%,Yes,Customer asked for $50 discount,
Wayne Enterprises,00392,2024-01-07,EMEA,"$33,405.79","$17,671.66",47.1%,N,,
Wayne Enterprises,00949,2024-02-28,North America,"(9,334.80)","$5,712.90",(38.8%),true,Customer asked for $50 discount,
Vandelay Industries,00836,2024-06-23,APAC,"£14,702.86","$8,527.66",42.0%,Y,,
Wayne Enterprises,00289,2024-03-29,LATAM,#VALUE!,-,30.6%,Yes,,
Cyberdyne Systems,00234,2024-02-28,EMEA,"£35,845.65","$19,464.19",45.7%,N,Customer asked for $50 discount,
Wonka Industries,00193,2024-04-19,LATAM,N/A,-,33.9%,Y,VIP client priority support,
Pied Piper,00675,2024-03-31,APAC,"€17,299.05","$11,780.65",31.9%,Y,Account upgrade pending,
Pied Piper,00033,2024-02-05,EMEA,"73,304.63","$48,600.97",33.7%,Y,Quarterly renewal,
Cyberdyne Systems,00066,2024-05-16,LATAM,"$14,531.23","$11,595.92",20.2%,Yes,Standard order,
Wonka Industries,00706,2024-06-03,LATAM,"($2,499.47)","$2,117.05",(15.3%),true,Fast shipping requested,
Massive Dynamic,00072,2024-04-26,North America,"$27,964.59","$24,357.16",12.9%,Y,VIP client priority support,
Vandelay Industries,00071,2024-04-09,EMEA,"$10,179.96","$8,866.75",12.9%,true,Account upgrade pending,
Umbrella Corp,00515,2024-06-24,LATAM,"21,020.35","$13,621.19",35.2%,false,Account upgrade pending,
Soylent Corp,00472,2024-04-28,North America,"$55,428.16","$29,321.50",47.1%,Y,Account upgrade pending,
Wonka Industries,00830,2024-02-14,LATAM,"19,060.54","$16,353.94",14.2%,Y,Fast shipping requested,
Acme Corp,00246,2024-02-10,APAC,"£66,250.41","$39,021.49",41.1%,Yes,VIP client priority support,
Pied Piper,00567,2024-02-01,APAC,"$6,201.76","$5,383.13",13.2%,Y,VIP client priority support,
Acme Corp,00075,2024-06-12,LATAM,"€28,896.09","$25,804.21",10.7%,false,Fast shipping requested,
Vandelay Industries,00476,2024-05-04,LATAM,"£5,583.67","$3,992.32",28.5%,Yes,Quarterly renewal,
Wonka Industries,00019,2024-06-04,North America,"$13,704.13","$7,783.95",43.2%,Yes,VIP client priority support,
Stark Industries,00183,2024-02-25,North America,"67,005.23","$36,450.85",45.6%,N,VIP client priority support,
Vandelay Industries,00316,2024-04-23,North America,"45,066.30","$34,385.59",23.7%,N,Standard order,
Cyberdyne Systems,00029,2024-01-04,APAC,"$61,629.23","$32,971.64",46.5%,Yes,Standard order,
Cyberdyne Systems,00525,2024-01-28,APAC,"$24,539.63","$18,061.17",26.4%,N,Customer asked for $50 discount,
Stark Industries,00178,2024-01-04,LATAM,"$49,222.46","$26,678.57",45.8%,false,Standard order,
Globex Inc,00907,2024-02-25,LATAM,"£22,964.30","$12,722.22",44.6%,Yes,Customer asked for $50 discount,
Globex Inc,00615,2024-03-24,LATAM,"51,003.59","$40,343.84",20.9%,Yes,Standard order,
Stark Industries,00019,2024-06-04,LATAM,"$28,986.67","$27,218.48",6.1%,N,Customer asked for $50 discount,
Umbrella Corp,00756,2024-04-19,EMEA,"$46,672.58","$35,564.51",23.8%,No,Fast shipping requested,
Hooli Inc,00969,2024-04-23,APAC,"$10,502.89","$4,841.83",53.9%,true,,
Acme Corp,00235,2024-03-25,APAC,"(18,547.55)","$10,182.60",(45.1%),No,Account upgrade pending,
Wonka Industries,00391,2024-05-13,APAC,"(14,174.14)","$13,096.91",(7.6%),Yes,Quarterly renewal,
Initech LLC,00094,2024-02-14,EMEA,"$18,105.10","$15,407.44",14.9%,No,Customer asked for $50 discount,
Wayne Enterprises,00591,2024-04-24,EMEA,"€20,753.63","$17,972.64",13.4%,Y,,
Initech LLC,00840,2024-05-03,North America,"57,263.73","$37,335.95",34.8%,Yes,Customer asked for $50 discount,
Cyberdyne Systems,00475,2024-03-19,LATAM,"£21,600.32","$15,444.23",28.5%,No,Standard order,
Acme Corp,00883,2024-05-08,APAC,"€37,113.30","$26,164.88",29.5%,N,VIP client priority support,
Acme Corp,00944,2024-02-01,LATAM,"$69,943.65","$34,482.22",50.7%,Yes,Fast shipping requested,
Vandelay Industries,00378,2024-06-27,North America,"€48,992.52","$26,602.94",45.7%,Y,Fast shipping requested,
Dunder Mifflin,00661,2024-02-07,APAC,"45,604.95","$24,125.02",-,Y,VIP client priority support,
Vandelay Industries,00601,2024-01-21,EMEA,"$65,762.46","$30,645.31",53.4%,Y,Account upgrade pending,
Wayne Enterprises,00752,2024-04-15,North America,"£8,640.92","$4,977.17",42.4%,Y,Fast shipping requested,
Wayne Enterprises,00007,2024-02-13,LATAM,$617.60,$497.79,19.4%,Yes,Customer asked for $50 discount,
Initech LLC,00721,2024-02-04,EMEA,"36,742.11","$31,487.99",14.3%,Yes,,
Pied Piper,00197,2024-03-07,LATAM,"£33,334.42","$30,234.32",9.3%,N,Customer asked for $50 discount,
Acme Corp,00600,2024-03-01,LATAM,"(36,646.98)","$22,611.19",(38.3%),Y,Standard order,
Umbrella Corp,00535,2024-01-02,LATAM,"$45,422.37","$33,385.44",26.5%,false,Customer asked for $50 discount,
Wonka Industries,00246,2024-04-02,LATAM,"28,693.46","$27,201.40",5.2%,Y,Fast shipping requested,
Wonka Industries,00910,2024-02-05,North America,"45,342.23","$34,732.15",23.4%,Yes,Account upgrade pending,
Cyberdyne Systems,00677,2024-02-18,North America,"(73,970.51)","$34,396.29",(53.5%),false,Fast shipping requested,
Soylent Corp,00240,2024-06-04,LATAM,"30,312.31","$14,519.60",52.1%,N,Fast shipping requested,
Cyberdyne Systems,00301,2024-06-04,EMEA,"£53,539.68","$50,006.06",6.6%,N,Customer asked for $50 discount,
Wonka Industries,00690,2024-05-20,LATAM,"€13,019.94","$10,780.51",17.2%,N,Standard order,
Cyberdyne Systems,00733,2024-01-08,EMEA,"$69,710.76","$57,232.53",17.9%,N,Fast shipping requested,
Initech LLC,00945,2024-05-16,LATAM,"$7,237.91","$4,704.64",35.0%,Y,Fast shipping requested,
Vandelay Industries,00754,2024-04-07,LATAM,"$60,729.34","$47,368.89",22.0%,No,Fast shipping requested,
Globex Inc,00587,2024-04-04,EMEA,-,-,34.5%,Y,VIP client priority support,
Stark Industries,00790,2024-04-03,EMEA,"£39,221.48","$20,552.06",47.6%,true,,
Umbrella Corp,00512,2024-06-23,LATAM,"11,483.19","$6,878.43",40.1%,true,Account upgrade pending,
Vandelay Industries,00127,2024-03-11,LATAM,"$47,515.24","$21,809.50",54.1%,No,,
Vandelay Industries,00957,2024-02-27,North America,"$69,275.26","$37,547.19",45.8%,Yes,Standard order,
Massive Dynamic,00402,2024-03-27,LATAM,"$51,003.45","$41,210.79",19.2%,No,Fast shipping requested,
Wonka Industries,00562,2024-04-10,North America,"10,252.10","$8,181.18",20.2%,Yes,VIP client priority support,
Vandelay Industries,00495,2024-03-15,EMEA,#VALUE!,-,47.8%,Yes,VIP client priority support,
Cyberdyne Systems,00696,2024-02-13,North America,"7,655.56","$4,784.73",37.5%,Yes,Fast shipping requested,
Vandelay Industries,00414,2024-03-03,North America,"9,350.79","$5,834.89",37.6%,N,,
Soylent Corp,00886,2024-06-15,LATAM,"€21,003.59","$14,807.53",29.5%,No,Standard order,
,,,,,,,,,
Hooli Inc,00587,2024-05-26,LATAM,"$20,892.50","$13,120.49",37.2%,Yes,Standard order,
Stark Industries,00066,2024-05-17,EMEA,"$30,697.12","$21,027.53",31.5%,N,,
Pied Piper,00213,2024-06-17,North America,None,-,45.0%,Yes,Account upgrade pending,
Umbrella Corp,00669,2024-02-11,North America,"$42,405.97","$19,803.59",53.3%,Y,Quarterly renewal,
Wayne Enterprises,00048,2024-05-12,APAC,"€49,607.24","$24,555.58",50.5%,No,Fast shipping requested,
Globex Inc,00679,2024-01-12,EMEA,"3,236.68","$2,100.61",35.1%,false,Customer asked for $50 discount,
Initech LLC,00747,2024-06-08,LATAM,"$6,039.79","$4,360.73",27.8%,Y,Fast shipping requested,
Initech LLC,00549,2024-02-22,North America,"$47,402.83","$36,215.76",23.6%,Yes,VIP client priority support,
Wonka Industries,00158,2024-03-21,LATAM,"£28,731.17","$17,468.55",39.2%,false,Fast shipping requested,
Globex Inc,00372,2024-03-26,APAC,"11,401.56","$9,565.91",16.1%,N,Quarterly renewal,
Massive Dynamic,00746,2024-03-19,LATAM,"$7,617.77","$4,921.08",35.4%,Yes,Customer asked for $50 discount,
Pied Piper,00399,2024-02-16,APAC,"£60,553.33","$39,601.88",34.6%,Yes,Fast shipping requested,
Initech LLC,00147,2024-04-06,APAC,"$4,438.41","$2,649.73",40.3%,false,,
Soylent Corp,00515,2024-03-14,APAC,"71,469.92","$56,961.53",20.3%,true,VIP client priority support,
Pied Piper,00321,2024-01-24,North America,"$6,213.64","$3,591.48",42.2%,Yes,,
Wonka Industries,00011,2024-04-18,EMEA,"£36,234.37","$32,176.12",-,Y,Fast shipping requested,
Cyberdyne Systems,00720,2024-05-16,APAC,"£18,694.86","$16,189.75",13.4%,No,Quarterly renewal,
Globex Inc,00376,2024-02-04,APAC,"71,460.03","$55,810.28",21.9%,N,Customer asked for $50 discount,
Wayne Enterprises,00495,2024-03-16,APAC,"16,373.41","$7,695.50",53.0%,Y,VIP client priority support,
Hooli Inc,00869,2024-05-04,North America,"£27,002.93","$20,927.27",22.5%,Y,Customer asked for $50 discount,
Acme Corp,00104,2024-04-20,LATAM,"£15,217.06","$10,743.24",29.4%,true,Quarterly renewal,
Soylent Corp,00405,2024-04-05,APAC,"27,654.93","$17,201.37",37.8%,Yes,Customer asked for $50 discount,
Vandelay Industries,00445,2024-01-02,APAC,"$66,326.43","$49,015.23",26.1%,Y,Quarterly renewal,
Dunder Mifflin,00204,2024-05-02,APAC,"€9,350.03","$7,367.82",21.2%,Y,Account upgrade pending,
Vandelay Industries,00946,2024-04-09,EMEA,"$8,675.09","$8,180.61",5.7%,Y,Fast shipping requested,
Wonka Industries,00351,2024-04-19,North America,"$32,857.47","$21,061.64",35.9%,Yes,Quarterly renewal,
Wayne Enterprises,00786,2024-01-30,APAC,"$74,572.15","$41,685.83",44.1%,Yes,Quarterly renewal,
