 Customer Name / Client , Account # , Order Date (UTC) , Region / Territory , Gross Revenue ($) , Unit Cost ($) , Profit Margin % , Active Subscription? , Customer Notes / Log , Blank Column (Notes) 
Pied Piper,00591,27/02/2024,LATAM,"$43,572.06","$29,657.62",41.8%,N,-,
Stark Industries,00052,27-Oct-2024,APAC,"₹5,133.02","₹4,596.09",44.5%,true,Quarterly renewal,
Massive Dynamic,00870,03/12/2024,India,"₹78,656.40","₹54,765.53",31.2%,N,Quarterly renewal,
Massive Dynamic,00526,23-11-2024,Europe,"€29,536.13","€18,932.47",26.6%,Y,VIP client priority support,
Acme Corp,00954,28.01.2024,APAC,"₹224,340.70","₹181,765.52",42.0%,Y,-,
Dunder Mifflin,00923,2024-06-27,Europe,"£24,589.19","£18,994.78",43.2%,Y,N/A,
Hooli Inc,00968,01-27-2024,North America,"$51,073.52","$41,492.29",34.4%,Yes,Quarterly renewal,
Stark Industries,00381,12/12/2024,APAC,"53,041.26","₹45,287.46",31.7%,No,Quarterly renewal,
Acme Corp,00766,10/03/2024,India,"₹68,608.00","₹52,201.37",41.8%,false,Standard order,
Initech LLC,00704,21-11-2024,India,"(162,036.74)","₹145,660.90",(25.3%),N,Customer asked for 50 discount,
Umbrella Corp,00706,2024-09-27,India,"₹221,531.60","₹140,247.85",-,true,Fast shipping requested,
Massive Dynamic,00837,20-Dec-2024,APAC,"(₹53,234.82)","₹35,763.85",(6.3%),N,Standard order,
Massive Dynamic,00826,02-04-2024,USA,"$62,455.56","$53,337.33",8.4%,N,Fast shipping requested,
Acme Corp,00467,16.02.2024,India,"₹20,931.91","₹12,500.29",19.2%,Y,Fast shipping requested,
Acme Corp,00067,14-05-2024,India,"₹62,112.44","₹47,941.06",23.0%,No,Fast shipping requested,
Hooli Inc,00676,06/09/2024,USA,"($7,791.46)","$6,001.10",(14.1%),No,VIP client priority support,
Acme Corp,00531,08/12/2024,EMEA,"(€15,956.28)","€13,481.45",(25.5%),false,Account upgrade pending,
Pied Piper,00607,08-05-2024,India,"Rs. 95,363.35","Rs. 52,735.01",7.7%,No,Standard order,
Wayne Enterprises,00362,11-19-2024,North America,"$52,139.14","$47,619.28",32.2%,No,Customer asked for 50 discount,
Wayne Enterprises,00346,08/16/2024,North America,"$47,943.65","$38,666.15",27.6%,true,,
Soylent Corp,00419,06/13/2024,North America,"10,765.91","$7,675.57",21.9%,Yes,Quarterly renewal,
Pied Piper,00188,2024-06-21,North America,"$18,522.72","$11,530.68",9.8%,Yes,,
Acme Corp,00816,23-04-2024,APAC,"166,922.64","₹149,934.90",46.4%,Y,Fast shipping requested,
Cyberdyne Systems,00913,07-09-2024,North America,"$45,006.23","$41,022.42",34.0%,No,Customer asked for 50 discount,
Cyberdyne Systems,00345,2024-03-14,North America,"$72,631.98","$63,753.35",27.1%,Y,VIP client priority support,
Globex Inc,00407,24-08-2024,Europe,"€24,427.34","€19,712.10",17.6%,No,Standard order,
Soylent Corp,00234,04-27-2024,North America,"$42,895.64","$38,440.27",11.3%,N,-,
Hooli Inc,00245,14-08-2024,India,"₹119,549.99","₹83,841.91",23.0%,Yes,Customer asked for 50 discount,
Acme Corp,00087,09/09/2024,EMEA,"€51,124.59","€45,646.29",6.8%,Yes,Account upgrade pending,
Pied Piper,00319,04/21/24,USA,"74,880.54","$62,029.68",5.4%,true,,
Wayne Enterprises,00851,13-Aug-2024,India,"Rs. 238,114.77","Rs. 207,212.82",14.9%,No,-,
Stark Industries,00749,2024-06-27,Europe,"€27,985.78","€25,145.62",-,No,VIP client priority support,
Pied Piper,00975,08-13-2024,USA,"$31,986.38","$26,499.81",19.1%,No,Standard order,
Cyberdyne Systems,00167,25.07.2024,EMEA,"€12,404.35","€7,321.00",47.1%,Y,-,
Cyberdyne Systems,00042,28.01.2024,Europe,"€18,591.38","€11,828.29",7.7%,Yes,Account upgrade pending,
Wayne Enterprises,00410,07/09/2024,North America,"29,235.57","$25,853.81",19.6%,false,N/A,
Cyberdyne Systems,00628,04-09-2024,India,"₹72,483.04","₹40,065.29",23.8%,No,Account upgrade pending,
Massive Dynamic,00910,27/08/2024,LATAM,"$13,312.07","$11,426.39",37.9%,true,,
Massive Dynamic,00853,2024-03-18,Europe,"€47,714.21","€34,325.43",31.7%,Y,Quarterly renewal,
Cyberdyne Systems,00290,12/02/2024,USA,"$68,164.36","$47,863.17",22.3%,No,Account upgrade pending,
Wayne Enterprises,00471,01/09/2024,North America,"$47,951.11","$38,359.94",23.8%,Y,Standard order,
Pied Piper,00127,12-11-2024,USA,"5,210.96","$3,923.43",11.6%,Yes,VIP client priority support,
Dunder Mifflin,00631,02/09/2024,APAC,"₹24,008.40","₹19,987.66",21.8%,Y,-,
Soylent Corp,00462,11/09/2024,USA,"($29,357.32)","$19,495.61",(41.3%),Yes,Quarterly renewal,
Hooli Inc,00940,02/19/2024,North America,"$25,350.04","$15,744.81",46.5%,false,VIP client priority support,
Initech LLC,00181,26.09.2024,APAC,"51,439.15","₹32,233.53",10.7%,true,Account upgrade pending,
Cyberdyne Systems,00025,23/01/2024,LATAM,"$3,437.72","$2,871.46",22.3%,Yes,,
Pied Piper,00795,2024-09-28,India,"₹230,944.86","₹175,658.02",20.2%,N,VIP client priority support,
Hooli Inc,00189,11-23-2024,USA,"$28,739.62","$22,618.63",51.5%,No,Fast shipping requested,
Pied Piper,00252,04-26-2024,USA,"$37,454.61","$23,399.56",16.2%,N,Account upgrade pending,
Cyberdyne Systems,00294,2024-11-14,EMEA,"€48,835.70","€30,997.66",14.7%,false,Quarterly renewal,
Acme Corp,00722,10-20-2024,USA,"47,270.71","$27,129.05",7.4%,Yes,VIP client priority support,
Umbrella Corp,00187,09-02-2024,India,"₹81,308.43","₹66,430.56",16.7%,N,Quarterly renewal,
Pied Piper,00893,28.02.2024,Europe,"£28,801.17","£21,225.26",43.5%,Y,,
Wayne Enterprises,00884,09/03/2024,APAC,"₹68,036.47","₹49,091.78",33.5%,Yes,N/A,
Soylent Corp,00168,12-09-2024,North America,"$30,401.19","$21,397.98",23.0%,No,Fast shipping requested,
Wayne Enterprises,00916,16-07-2024,APAC,"₹239,488.73","₹200,061.71",38.3%,true,Standard order,
Acme Corp,00404,20/04/2024,LATAM,"($16,582.94)","$13,221.51",(36.3%),Yes,Customer asked for 50 discount,
Massive Dynamic,00476,10/04/2024,USA,"1,024.07",$855.36,23.7%,Y,-,
Soylent Corp,00907,18/07/2024,LATAM,"$43,561.91","$33,998.77",19.5%,false,Fast shipping requested,
Umbrella Corp,00661,24.03.2024,India,"Rs. 102,502.70","Rs. 68,061.50",5.1%,false,,
Globex Inc,00436,12/22/2024,USA,"52,833.14","$32,929.18",26.2%,Yes,Quarterly renewal,
Dunder Mifflin,00777,08/07/2024,North America,"$65,140.31","$39,831.13",18.0%,No,Quarterly renewal,
Stark Industries,00506,2024-05-16,USA,$641.28,$490.90,N/A,N,N/A,
Hooli Inc,00628,23/06/2024,LATAM,"$36,849.70","$32,403.67",22.8%,true,Account upgrade pending,
Umbrella Corp,00013,25/12/2024,LATAM,"$39,170.74","$25,375.34",43.3%,No,N/A,
Globex Inc,00433,01-19-2024,USA,"$65,520.24","$59,541.59",16.0%,false,Fast shipping requested,
Hooli Inc,00448,16/12/2024,LATAM,"$32,181.42","$27,497.43",41.9%,Y,VIP client priority support,
Stark Industries,00825,22-11-2024,APAC,"₹238,987.55","₹174,079.10",13.0%,false,Fast shipping requested,
Umbrella Corp,00455,2024-07-13,USA,"16,606.17","$10,716.34",10.8%,No,N/A,
Umbrella Corp,00824,04-23-2024,USA,"$28,338.07","$23,108.39",35.2%,N,Quarterly renewal,
Soylent Corp,00275,22.02.2024,APAC,"₹234,616.61","₹193,678.02",45.1%,No,Standard order,
Pied Piper,00073,2024-06-19,India,"Rs. 200,391.94","Rs. 179,461.46",32.8%,Y,-,
Stark Industries,00333,11-08-2024,North America,"$11,025.72","$8,778.46",33.1%,false,Fast shipping requested,
Pied Piper,00878,11-28-2024,USA,"$4,505.06","$3,828.30",44.9%,Yes,Standard order,
Cyberdyne Systems,00887,25/05/2024,LATAM,"$24,883.46","$16,624.48",51.5%,N,Fast shipping requested,
Globex Inc,00754,2024-12-22,EMEA,"£25,716.46","£15,389.58",42.8%,false,Customer asked for 50 discount,
Stark Industries,00680,08/17/2024,North America,"$15,811.50","$13,402.03",22.0%,Y,VIP client priority support,
Wayne Enterprises,00983,18/01/2024,LATAM,"$8,493.66","$4,827.50",35.6%,Yes,,
Soylent Corp,00044,08/05/2024,APAC,"Rs. 164,935.26","Rs. 113,621.84",36.0%,false,,
Pied Piper,00657,06/27/2024,USA,"$36,742.46","$29,300.39",31.9%,true,Fast shipping requested,
Massive Dynamic,00195,28/11/2024,LATAM,"$6,073.02","$4,031.45",45.5%,N,Standard order,
Wayne Enterprises,00579,09/10/2024,Europe,"€49,027.33","€30,728.45",45.5%,Y,-,
Stark Industries,00829,16/01/2024,EMEA,"€5,890.80","€3,799.57",10.9%,No,VIP client priority support,
Wayne Enterprises,00977,04/13/24,USA,"$39,006.29","$32,751.11",32.1%,No,Account upgrade pending,
Massive Dynamic,00561,2024-11-19,India,"Rs. 63,089.59","Rs. 39,089.51",50.0%,Yes,Account upgrade pending,
Pied Piper,00141,02/26/2024,USA,"$30,064.45","$17,461.55",37.6%,Y,Customer asked for 50 discount,
Acme Corp,00723,10/06/2024,USA,"$31,534.52","$19,134.89",6.2%,Y,Customer asked for 50 discount,
Umbrella Corp,00554,26-02-2024,APAC,"₹195,627.38","₹118,186.71",9.6%,Yes,,
Umbrella Corp,00811,12-05-2024,APAC,"₹28,407.44","₹19,291.30",17.7%,Y,VIP client priority support,
Hooli Inc,00979,06.12.2024,Europe,"(€31,100.65)","€18,573.36",(12.3%),Yes,VIP client priority support,
Wayne Enterprises,00591,01/21/24,USA,"$53,091.93","$34,094.11",13.6%,N,-,
Pied Piper,00292,20/05/2024,LATAM,"$18,589.91","$12,259.26",8.7%,Y,VIP client priority support,
Massive Dynamic,00068,22-Sep-2024,APAC,"₹108,875.99","₹80,373.61",29.2%,No,Fast shipping requested,
Wayne Enterprises,00024,01-12-2024,India,"Rs. 64,835.43","Rs. 53,387.03",46.4%,No,Standard order,
Massive Dynamic,00469,2024-06-20,North America,"$38,574.97","$34,810.78",22.5%,false,Quarterly renewal,
Globex Inc,00881,16/05/2024,Europe,£344.78,£270.15,48.7%,No,Standard order,
Stark Industries,00923,06-01-2024,India,"Rs. 78,095.91","Rs. 46,049.31",N/A,N,Quarterly renewal,
Umbrella Corp,00551,17.07.2024,India,"₹66,283.01","₹47,999.41",46.9%,true,Fast shipping requested,
Stark Industries,00682,03/06/2024,Europe,"€23,478.54","€20,475.40",6.9%,false,Account upgrade pending,
Dunder Mifflin,00174,08-19-2024,USA,"$41,304.26","$34,940.65",40.9%,No,,
Cyberdyne Systems,00122,03/06/2024,APAC,"₹17,749.76","₹15,212.24",5.4%,true,N/A,
Umbrella Corp,00789,20/10/2024,LATAM,"$11,601.27","$9,493.95",51.7%,N,Quarterly renewal,
Stark Industries,00733,12/09/2024,Europe,"€64,517.35","€49,597.23",-,Yes,,
Dunder Mifflin,00641,07/07/2024,North America,"($16,710.97)","$11,825.49",(7.4%),Y,Customer asked for 50 discount,
Hooli Inc,00297,26/04/2024,EMEA,"€3,578.07","€2,953.91",47.7%,Yes,Customer asked for 50 discount,
Stark Industries,00382,22-02-2024,EMEA,"£50,126.04","£29,986.10",39.9%,No,Account upgrade pending,
Soylent Corp,00675,2024-02-19,EMEA,"£8,655.45","£7,138.65",47.9%,Yes,Quarterly renewal,
Initech LLC,00466,15-09-2024,APAC,"₹247,462.93","₹154,599.91",14.0%,true,-,
Hooli Inc,00926,2024-02-27,EMEA,"€4,587.51","€3,234.34",6.0%,false,VIP client priority support,
Pied Piper,00056,2024-12-14,India,"₹126,281.35","₹94,333.92",25.6%,No,,
Wayne Enterprises,00631,01/03/2024,EMEA,"£57,169.25","£48,167.34",29.7%,Yes,Customer asked for 50 discount,
Initech LLC,00284,04-01-2024,India,"14,577.22","₹8,816.47",17.7%,false,Quarterly renewal,
Soylent Corp,00557,06-11-2024,APAC,"₹84,517.66","₹76,080.96",11.3%,true,Account upgrade pending,
Dunder Mifflin,00650,2024-12-13,Europe,"£11,652.44","£10,597.82",41.6%,Y,,
Acme Corp,00273,19-08-2024,Europe,"€41,011.08","€35,578.83",39.3%,Yes,N/A,
Umbrella Corp,00517,04/03/2024,North America,"$48,602.56","$27,109.90",23.5%,Y,VIP client priority support,
Umbrella Corp,00446,02/07/2024,North America,"$54,534.67","$46,297.61",6.0%,false,Standard order,
Cyberdyne Systems,00264,03/11/2024,Europe,"€62,253.63","€36,688.89",38.3%,N,N/A,
Cyberdyne Systems,00324,04.01.2024,EMEA,"€40,861.08","€24,334.32",18.9%,N,VIP client priority support,
Dunder Mifflin,00944,04-13-2024,North America,"17,018.74","$14,895.25",43.7%,Yes,Fast shipping requested,
Soylent Corp,00114,24/02/2024,EMEA,"€58,234.00","€45,053.75",33.2%,Yes,Customer asked for 50 discount,
Massive Dynamic,00847,05.08.2024,EMEA,"(€52,734.62)","€42,882.92",(48.9%),Yes,VIP client priority support,
Hooli Inc,00161,27/12/2024,LATAM,"$19,521.67","$15,702.21",20.2%,N,Account upgrade pending,
Hooli Inc,00516,28/12/2024,LATAM,"$15,339.20","$12,743.03",16.6%,N,-,
Globex Inc,00514,02/10/2024,India,"(177,257.86)","₹112,917.06",(5.8%),No,N/A,
Cyberdyne Systems,00953,14/06/2024,APAC,"₹209,636.82","₹158,077.72",14.9%,false,VIP client priority support,
Umbrella Corp,00995,01-12-2024,USA,"$27,939.15","$22,617.26",44.4%,Y,VIP client priority support,
Hooli Inc,00154,2024-10-20,APAC,"₹107,041.24","₹89,187.25",29.8%,N,,
Initech LLC,00355,13/05/2024,LATAM,"$29,089.22","$22,150.30",12.5%,N,N/A,
Globex Inc,00738,09.05.2024,Europe,"€60,557.98","€39,397.58",49.7%,N,Standard order,
Soylent Corp,00411,12-15-2024,North America,"$62,061.30","$37,918.52",14.2%,Y,Account upgrade pending,
Massive Dynamic,00807,23/01/2024,Europe,"€4,432.68","€3,417.29",30.9%,Y,Quarterly renewal,
Pied Piper,00097,14/10/2024,India,"₹236,159.74","₹130,628.72",23.7%,N,Account upgrade pending,
Cyberdyne Systems,00729,12/07/2024,USA,"1,874.03","$1,582.70",6.8%,false,N/A,
Umbrella Corp,00916,2024-04-15,USA,"49,101.09","$40,973.17",29.3%,false,-,
Hooli Inc,00468,05.06.2024,Europe,"€2,792.84","€2,272.60",51.9%,Yes,N/A,
Umbrella Corp,00834,09-02-2024,APAC,"₹81,861.08","₹73,314.84",22.1%,Yes,N/A,
Pied Piper,00494,2024-02-27,EMEA,"€31,839.18","€21,793.43",34.1%,N,Account upgrade pending,
Globex Inc,00875,02-11-2024,India,"₹69,392.72","₹60,645.66",35.3%,Yes,-,
Dunder Mifflin,00168,07/03/2024,Europe,"€14,653.72","€12,799.13",27.0%,N,Fast shipping requested,
Umbrella Corp,00194,04/07/2024,USA,"$23,864.64","$21,924.02",27.4%,Y,-,
Cyberdyne Systems,00981,17/11/2024,LATAM,"($44,457.58)","$36,498.43",(43.0%),N,N/A,
Soylent Corp,00065,11/13/2024,North America,"$6,360.99","$3,661.55",38.5%,No,Quarterly renewal,
Acme Corp,00924,18.01.2024,EMEA,"€10,861.76","€7,377.66",37.4%,false,,
Hooli Inc,00944,01/25/2024,USA,"$24,347.57","$22,276.96",39.6%,Yes,N/A,
Cyberdyne Systems,00521,23-02-2024,Europe,€438.26,€314.10,26.1%,Y,Standard order,
Soylent Corp,00773,03/09/2024,North America,"$26,171.61","$23,616.72",5.7%,Y,Customer asked for 50 discount,
Pied Piper,00524,2024-11-16,Europe,"€27,030.68","€18,384.64",50.8%,Yes,N/A,
Wayne Enterprises,00392,09-18-2024,North America,"47,594.63","$38,540.91",9.7%,Y,Fast shipping requested,
Acme Corp,00026,2024-12-26,India,"₹232,171.08","₹136,258.83",6.5%,N,Quarterly renewal,
Soylent Corp,00805,25/02/2024,LATAM,"$16,102.31","$13,329.70",47.7%,false,,
Dunder Mifflin,00972,2024-05-20,EMEA,"€17,339.54","€14,916.15",16.4%,N,Standard order,
Dunder Mifflin,00036,09/24/2024,North America,"71,941.13","$65,994.96",14.1%,Y,,
Cyberdyne Systems,00971,12/25/24,USA,"$38,844.05","$27,650.69",28.7%,N,Customer asked for 50 discount,
Globex Inc,00172,02/01/2024,EMEA,"€2,002.63","€1,625.74",23.0%,Yes,N/A,
Acme Corp,00656,2024-11-24,Europe,"£19,440.58","£14,543.58",41.9%,false,Standard order,
Pied Piper,00094,11/13/2024,North America,"$8,120.04","$5,314.66",28.2%,Yes,,
Umbrella Corp,00512,2024-08-13,Europe,"€5,145.06","€4,138.25",47.7%,Yes,Customer asked for 50 discount,
Dunder Mifflin,00935,06/06/2024,North America,"$11,963.28","$9,862.86",-,Yes,Account upgrade pending,
Umbrella Corp,00930,06/13/2024,North America,"$20,142.53","$14,667.44",30.9%,false,N/A,
Wayne Enterprises,00534,19/05/2024,LATAM,"$39,985.51","$25,925.76",32.4%,true,VIP client priority support,
Soylent Corp,00986,07-08-2024,USA,"$61,210.33","$47,773.26",31.7%,false,Fast shipping requested,
Stark Industries,00181,07-05-2024,APAC,"₹102,585.13","₹60,773.53",13.7%,Yes,Account upgrade pending,
Hooli Inc,00158,01.06.2024,Europe,"€14,052.45","€10,679.35",8.1%,Yes,-,
Soylent Corp,00115,21.12.2024,India,"₹108,328.78","₹89,890.62",14.3%,N,Standard order,
Pied Piper,00441,16-08-2024,APAC,"-(Rs. 62,923.37)","Rs. 35,103.02",(32.1%),Y,N/A,
Pied Piper,00144,25-01-2024,Europe,"€1,254.44",€908.04,19.1%,true,,
Umbrella Corp,00579,23-08-2024,Europe,"£63,961.05","£46,853.68",44.6%,Y,Standard order,
Soylent Corp,00058,2024-06-13,Europe,"£47,131.62","£29,869.49",43.2%,No,Standard order,
Initech LLC,00898,21-Jan-2024,APAC,"Rs. 23,385.33","Rs. 15,711.47",17.7%,Yes,N/A,
Umbrella Corp,00139,07/11/2024,EMEA,"€34,010.29","€21,732.36",18.2%,N,Quarterly renewal,
Umbrella Corp,00280,02/06/2024,Europe,"€42,934.35","€35,294.15",50.7%,Y,Quarterly renewal,
Stark Industries,00848,19/08/2024,LATAM,"$26,778.28","$19,673.35",40.7%,N,VIP client priority support,
Globex Inc,00118,2024-08-20,North America,"$38,558.46","$32,335.43",12.7%,No,Fast shipping requested,
Cyberdyne Systems,00482,16/04/2024,APAC,"₹121,678.90","₹90,824.49",30.9%,Yes,VIP client priority support,
Wayne Enterprises,00524,23/01/2024,LATAM,"$2,686.48","$1,837.24",14.1%,Yes,Customer asked for 50 discount,
Globex Inc,00632,26/02/2024,LATAM,"($43,174.24)","$27,063.90",(6.7%),true,Quarterly renewal,
Umbrella Corp,00554,10-12-2024,APAC,"Rs. 101,256.93","Rs. 63,929.44",28.3%,Yes,Account upgrade pending,
Acme Corp,00304,12-22-2024,USA,"$55,457.90","$47,995.97",37.0%,true,N/A,
Cyberdyne Systems,00995,28-07-2024,APAC,"₹220,908.09","₹135,453.84",21.6%,Y,N/A,
Soylent Corp,00493,14-Jan-2024,APAC,"₹209,662.96","₹156,062.54",9.4%,false,Account upgrade pending,
Stark Industries,00512,11-05-2024,USA,"$34,460.43","$29,507.34",29.3%,No,N/A,
Umbrella Corp,00286,04/07/2024,USA,"$26,853.86","$15,076.69",25.2%,Y,Quarterly renewal,
Wayne Enterprises,00664,2024-09-21,APAC,"₹115,070.99","₹104,090.14",36.9%,N,,
Pied Piper,00326,10/14/2024,North America,"$32,566.13","$23,394.21",18.6%,N,VIP client priority support,
Stark Industries,00707,10-22-2024,North America,"($21,690.67)","$18,348.58",(18.3%),No,Fast shipping requested,
Dunder Mifflin,00510,2024-11-13,EMEA,"£3,433.65","£2,063.47",28.6%,No,VIP client priority support,
Umbrella Corp,00740,04/07/2024,EMEA,"€19,043.97","€10,700.63",36.9%,N,Fast shipping requested,
Pied Piper,00952,10.07.2024,EMEA,"€52,323.84","€31,472.54",24.6%,true,Fast shipping requested,
Pied Piper,00590,2024-07-27,USA,"$62,555.54","$36,628.50",28.7%,true,N/A,
Hooli Inc,00447,26/07/2024,LATAM,"$1,675.78","$1,371.41",11.6%,Yes,-,
Hooli Inc,00140,07/03/2024,India,"Rs. 118,387.92","Rs. 98,535.25",9.0%,false,Fast shipping requested,
Hooli Inc,00618,22/10/2024,APAC,"Rs. 34,753.46","Rs. 26,631.87",38.0%,No,N/A,
Cyberdyne Systems,00238,05/11/2024,USA,"$60,440.70","$47,189.42",12.2%,No,Fast shipping requested,
Soylent Corp,00219,28/01/2024,APAC,"₹78,481.32","₹57,211.02",44.8%,No,N/A,
Acme Corp,00641,26.03.2024,APAC,"₹166,079.01","₹101,837.48",27.4%,false,Fast shipping requested,
Massive Dynamic,00514,2024-12-21,EMEA,"€30,264.85","€25,755.16",10.6%,No,Customer asked for 50 discount,
Dunder Mifflin,00670,03-06-2024,USA,"20,840.11","$19,032.21",28.7%,false,-,
Wayne Enterprises,00535,03-06-2024,APAC,"Rs. 117,573.03","Rs. 102,018.78",35.9%,Y,N/A,
Wayne Enterprises,00995,18/10/2024,LATAM,"$23,881.81","$14,216.79",49.9%,No,,
Umbrella Corp,00056,18.04.2024,APAC,"Rs. 121,721.19","Rs. 101,170.57",39.4%,Yes,,
Wayne Enterprises,00954,14.10.2024,APAC,"Rs. 22,856.02","Rs. 19,026.27",48.4%,false,N/A,
Wayne Enterprises,00146,08-05-2024,USA,"$16,989.69","$14,009.65",42.1%,Y,Fast shipping requested,
Soylent Corp,00044,06/07/2024,Europe,"£22,278.09","£17,877.58",29.8%,Yes,N/A,
Globex Inc,00370,08/07/2024,EMEA,"€37,081.08","€22,139.67",28.4%,No,Account upgrade pending,
Dunder Mifflin,00239,22/05/2024,Europe,"£62,933.84","£36,354.84",48.8%,N,Standard order,
Globex Inc,00724,28-05-2024,APAC,"₹68,915.87","₹46,434.15",30.7%,false,Standard order,
Soylent Corp,00515,02/07/2024,APAC,"Rs. 222,442.07","Rs. 161,747.74",9.9%,Yes,Account upgrade pending,
Wayne Enterprises,00499,2024-01-20,EMEA,"£52,776.33","£39,458.16",39.7%,Y,,
Wayne Enterprises,00722,12-26-2024,North America,"$8,937.64","$6,951.62",21.1%,Yes,Quarterly renewal,
Umbrella Corp,00612,12/09/2024,APAC,"(₹218,947.67)","₹140,667.59",(25.6%),true,Standard order,
Hooli Inc,00368,20.05.2024,India,"₹34,982.21","₹20,234.32",28.3%,true,Quarterly renewal,
Stark Industries,00740,24.09.2024,EMEA,"€20,862.06","€15,653.33",24.3%,N,Customer asked for 50 discount,
Umbrella Corp,00218,05-20-2024,North America,"($54,395.82)","$45,776.14",(25.7%),N,Fast shipping requested,
Dunder Mifflin,00520,14/05/2024,Europe,"€4,069.86","€3,525.28",23.0%,Yes,Quarterly renewal,
Wayne Enterprises,00198,09-26-2024,USA,"$70,298.07","$62,334.70",43.9%,No,Quarterly renewal,
Dunder Mifflin,00359,2024-12-26,USA,"60,574.01","$45,716.35",18.5%,No,N/A,
Wayne Enterprises,00596,08/07/2024,USA,"9,977.27","$5,543.55",9.0%,No,Customer asked for 50 discount,
Hooli Inc,00594,14/10/2024,LATAM,"$11,647.84","$9,068.55",5.6%,false,Account upgrade pending,
Pied Piper,00877,08/27/2024,North America,"$72,444.82","$52,716.42",7.8%,true,-,
Hooli Inc,00986,27-03-2024,APAC,"₹36,169.51","₹28,328.87",7.3%,Y,VIP client priority support,
Acme Corp,00528,06/01/2024,Europe,"€4,140.67","€3,372.09",36.9%,true,-,
Initech LLC,00055,02/02/2024,India,"₹130,203.70","₹83,028.57",43.7%,false,,
Pied Piper,00156,23-Oct-2024,APAC,"₹224,861.10","₹154,849.42",6.5%,true,VIP client priority support,
Massive Dynamic,00036,2024-12-19,APAC,"₹129,504.66","₹99,090.49",-,N,Fast shipping requested,
Umbrella Corp,00991,2024-02-26,North America,"$39,628.95","$22,550.05",25.7%,No,Customer asked for 50 discount,
Soylent Corp,00346,06/08/2024,North America,"$52,011.18","$37,169.93",8.7%,Y,Account upgrade pending,
Acme Corp,00505,07/04/2024,India,"Rs. 231,800.65","Rs. 148,498.28",36.3%,true,Account upgrade pending,
Hooli Inc,00130,09/03/2024,APAC,"(₹225,468.75)","₹197,120.59",(17.4%),No,N/A,
Initech LLC,00113,07/14/2024,North America,"10,015.09","$8,720.60",21.7%,No,Quarterly renewal,
Initech LLC,00310,10/10/2024,APAC,"23,069.37","₹20,547.14",34.6%,N,Customer asked for 50 discount,
Stark Industries,00726,12/18/2024,North America,"$44,557.14","$30,604.22",25.6%,No,Customer asked for 50 discount,
Umbrella Corp,00247,01.10.2024,EMEA,"£18,684.67","£12,931.75",7.0%,false,Quarterly renewal,
Wayne Enterprises,00541,23.02.2024,EMEA,"€17,945.38","€12,784.27",48.1%,Y,Quarterly renewal,
Acme Corp,00295,2024-09-16,North America,"$2,148.52","$1,899.16",-,true,Quarterly renewal,
Pied Piper,00974,26-12-2024,India,"Rs. 77,260.69","Rs. 45,626.88",25.9%,true,Fast shipping requested,
Cyberdyne Systems,00295,2024-12-16,USA,"$54,579.38","$36,624.55",34.6%,Y,Account upgrade pending,
Dunder Mifflin,00453,2024-11-23,APAC,"₹158,389.80","₹142,740.50",32.6%,Yes,Quarterly renewal,
Pied Piper,00491,03/28/2024,North America,"$47,644.48","$27,768.31",15.1%,N,-,
Massive Dynamic,00223,01-18-2024,USA,"$47,363.88","$30,163.44",49.9%,Yes,Customer asked for 50 discount,
Acme Corp,00506,25/10/2024,LATAM,"$4,795.73","$2,826.26",40.5%,N,Account upgrade pending,
Soylent Corp,00688,16/03/2024,LATAM,"$15,967.25","$11,006.72",46.5%,N,,
Acme Corp,00250,2024-04-22,APAC,"₹196,792.83","₹112,663.35",19.9%,N,,
Wayne Enterprises,00276,21/08/2024,APAC,"₹80,585.11","₹56,540.95",14.7%,No,Account upgrade pending,
Cyberdyne Systems,00629,13.12.2024,India,"₹86,655.58","₹58,969.06",7.3%,No,Quarterly renewal,
Cyberdyne Systems,00868,2024-05-25,India,"Rs. 228,110.18","Rs. 153,439.63",-,No,Fast shipping requested,
Globex Inc,00417,28/01/2024,Europe,"(£41,124.80)","£33,088.43",(43.2%),N,,
Cyberdyne Systems,00847,02-02-2024,USA,"1,609.55","$1,327.53",9.5%,N,Quarterly renewal,
Massive Dynamic,00889,23.07.2024,EMEA,"£29,937.09","£17,569.52",22.7%,Yes,,
Globex Inc,00295,22/12/2024,LATAM,"$1,265.96",$916.51,22.5%,Y,N/A,
Soylent Corp,00601,08/06/2024,APAC,"162,490.55","₹109,356.32",9.5%,N,Quarterly renewal,
Umbrella Corp,00154,28/09/2024,LATAM,"$3,122.52","$2,256.63",39.8%,Y,Account upgrade pending,
Initech LLC,00588,26.01.2024,India,"Rs. 199,700.47","Rs. 150,148.36",20.1%,No,-,
Initech LLC,00760,16/07/2024,APAC,"₹44,712.81","₹36,969.22",N/A,N,VIP client priority support,
Acme Corp,00832,12/09/2024,India,"77,704.00","₹55,257.44",36.8%,No,Account upgrade pending,
Massive Dynamic,00675,05-17-2024,North America,"39,001.55","$25,076.38",48.6%,Yes,VIP client priority support,
Globex Inc,00742,28.01.2024,Europe,"€4,544.71","€4,142.42",37.6%,true,Fast shipping requested,
Dunder Mifflin,00649,18/02/2024,LATAM,"$10,558.31","$8,130.82",17.9%,N,Customer asked for 50 discount,
Hooli Inc,00649,09/09/2024,Europe,"€5,220.45","€3,165.66",17.4%,No,,
